production_id,product_id,production_date,line_id,qty_produced,shift,machine_id,operator_id,status
PRD-006362,FP-007,2023-09-19,Line-C,13,Afternoon,MCH-07,OPR-052,Completed
PRD-006363,FP-008,2024-09-02,Line-D,16,Morning,MCH-04,OPR-008,Completed
PRD-006364,FP-007,2022-11-15,Line-B,33,Night,MCH-01,OPR-006,Completed
PRD-006365,FP-007,2022-06-29,Line-A,29,Afternoon,MCH-03,OPR-047,Completed
PRD-006366,FP-001,2024-04-15,Line-D,15,Morning,MCH-03,OPR-008,Partial
PRD-006367,FP-002,2024-01-30,Line-B,17,Afternoon,MCH-11,OPR-034,Completed
PRD-006368,FP-002,2024-09-01,Line-C,27,Night,MCH-01,OPR-060,Completed
PRD-006369,FP-004,2024-11-29,Line-D,21,Morning,MCH-03,OPR-032,Scrapped
PRD-006370,FP-003,2023-06-27,Line-A,4,Morning,MCH-02,OPR-022,Completed
PRD-006371,FP-010,2024-08-24,Line-C,27,Morning,MCH-11,OPR-008,Partial
PRD-006372,FP-005,2022-10-02,Line-A,6,Night,MCH-04,OPR-059,Completed
PRD-006373,FP-002,2024-01-07,Line-C,6,Morning,MCH-02,OPR-035,Completed
PRD-006374,FP-010,2022-09-23,Line-B,12,Night,MCH-13,OPR-016,Completed
PRD-006375,FP-001,2024-09-21,Line-C,20,Night,MCH-02,OPR-049,Completed
PRD-006376,FP-007,2024-05-09,Line-D,18,Morning,MCH-09,OPR-007,Completed
PRD-006377,FP-003,2024-12-09,Line-A,16,Morning,MCH-15,OPR-026,Completed
PRD-006378,FP-004,2022-02-14,Line-D,12,Afternoon,MCH-10,OPR-044,Completed
PRD-006379,FP-002,2022-07-19,Line-D,30,Night,MCH-06,OPR-008,Completed
PRD-006380,FP-001,2023-02-20,Line-D,28,Morning,MCH-02,OPR-016,Completed
PRD-006381,FP-007,2023-12-11,Line-D,37,Night,MCH-11,OPR-009,Completed
PRD-006382,FP-010,2023-02-02,Line-C,17,Night,MCH-06,OPR-048,Partial
PRD-006383,FP-002,2023-08-09,Line-A,16,Morning,MCH-09,OPR-056,Completed
PRD-006384,FP-009,2023-09-07,Line-A,29,Night,MCH-08,OPR-027,Completed
PRD-006385,FP-009,2023-01-18,Line-B,25,Morning,MCH-03,OPR-003,Scrapped
PRD-006386,FP-004,2023-05-27,Line-A,20,Night,MCH-01,OPR-043,Completed
PRD-006387,FP-006,2023-06-20,Line-A,26,Morning,MCH-04,OPR-049,Completed
PRD-006388,FP-001,2023-09-06,Line-B,20,Night,MCH-12,OPR-039,Partial
PRD-006389,FP-006,2022-07-29,Line-B,6,Afternoon,MCH-06,OPR-014,Completed
PRD-006390,FP-001,2022-07-21,Line-D,13,Morning,MCH-03,OPR-005,Completed
PRD-006391,FP-003,2023-03-26,Line-A,21,Afternoon,MCH-05,OPR-059,Partial
PRD-006392,FP-005,2024-09-25,Line-D,12,Afternoon,MCH-15,OPR-020,Completed
PRD-006393,FP-004,2023-08-31,Line-B,30,Afternoon,MCH-07,OPR-039,Completed
PRD-006394,FP-010,2023-12-07,Line-B,32,Morning,MCH-07,OPR-023,Partial
PRD-006395,FP-002,2024-07-06,Line-B,6,Morning,MCH-08,OPR-005,Partial
PRD-006396,FP-001,2023-08-22,Line-B,21,Afternoon,MCH-13,OPR-036,Scrapped
PRD-006397,FP-006,2024-06-07,Line-C,2,Night,MCH-02,OPR-030,Completed
PRD-006398,FP-010,2023-03-11,Line-A,7,Night,MCH-07,OPR-004,Completed
PRD-006399,FP-006,2024-04-02,Line-D,20,Afternoon,MCH-08,OPR-055,Partial
PRD-006400,FP-010,2024-10-02,Line-A,16,Afternoon,MCH-15,OPR-004,Scrapped
PRD-006401,FP-002,2024-02-23,Line-D,21,Morning,MCH-10,OPR-040,Completed
PRD-006402,FP-007,2023-12-03,Line-A,6,Morning,MCH-03,OPR-026,Scrapped
PRD-006403,FP-004,2023-12-22,Line-C,16,Morning,MCH-03,OPR-059,Completed
PRD-006404,FP-001,2023-11-28,Line-C,2,Afternoon,MCH-03,OPR-056,Scrapped
PRD-006405,FP-009,2024-10-31,Line-B,8,Morning,MCH-15,OPR-046,Completed
PRD-006406,FP-006,2024-01-25,Line-C,16,Afternoon,MCH-04,OPR-012,Scrapped
PRD-006407,FP-001,2024-06-15,Line-A,29,Morning,MCH-02,OPR-034,Scrapped
PRD-006408,FP-004,2024-01-05,Line-B,5,Night,MCH-04,OPR-051,Completed
PRD-006409,FP-007,2023-08-08,Line-D,11,Morning,MCH-10,OPR-010,Completed
PRD-006410,FP-004,2022-03-19,Line-B,20,Afternoon,MCH-02,OPR-027,Completed
PRD-006411,FP-008,2024-05-14,Line-C,17,Morning,MCH-03,OPR-021,Partial
PRD-006412,FP-004,2023-02-14,Line-C,5,Afternoon,MCH-09,OPR-054,Partial
PRD-006413,FP-006,2023-10-25,Line-A,22,Morning,MCH-06,OPR-053,Partial
PRD-006414,FP-003,2024-07-18,Line-B,7,Afternoon,MCH-04,OPR-003,Completed
PRD-006415,FP-007,2023-04-20,Line-B,9,Afternoon,MCH-09,OPR-008,Completed
PRD-006416,FP-003,2022-10-20,Line-B,37,Afternoon,MCH-07,OPR-046,Completed
PRD-006417,FP-008,2023-12-19,Line-D,36,Night,MCH-02,OPR-051,Partial
PRD-006418,FP-005,2022-03-23,Line-A,10,Afternoon,MCH-02,OPR-027,Completed
PRD-006419,FP-001,2024-03-28,Line-B,24,Morning,MCH-05,OPR-024,Completed
PRD-006420,FP-009,2022-10-26,Line-B,12,Morning,MCH-09,OPR-053,Completed
PRD-006421,FP-007,2023-12-19,Line-B,12,Morning,MCH-08,OPR-026,Completed
PRD-006422,FP-007,2024-02-05,Line-A,29,Afternoon,MCH-10,OPR-036,Completed
PRD-006423,FP-004,2022-04-27,Line-B,25,Afternoon,MCH-15,OPR-039,Partial
PRD-006424,FP-007,2022-10-28,Line-C,31,Afternoon,MCH-09,OPR-037,Completed
PRD-006425,FP-009,2023-12-14,Line-A,33,Night,MCH-08,OPR-037,Completed
PRD-006426,FP-007,2022-04-21,Line-C,3,Afternoon,MCH-06,OPR-022,Partial
PRD-006427,FP-001,2023-06-01,Line-A,6,Morning,MCH-07,OPR-041,Partial
PRD-006428,FP-006,2024-02-07,Line-C,8,Afternoon,MCH-11,OPR-013,Partial
PRD-006429,FP-007,2022-06-13,Line-A,10,Night,MCH-04,OPR-014,Completed
PRD-006430,FP-006,2023-12-20,Line-D,16,Night,MCH-01,OPR-023,Completed
PRD-006431,FP-001,2024-12-21,Line-D,10,Morning,MCH-10,OPR-019,Scrapped
PRD-006432,FP-005,2024-10-31,Line-A,13,Night,MCH-13,OPR-046,Completed
PRD-006433,FP-007,2023-02-23,Line-A,10,Morning,MCH-13,OPR-001,Completed
PRD-006434,FP-009,2024-09-21,Line-B,5,Night,MCH-09,OPR-015,Partial
PRD-006435,FP-010,2024-02-13,Line-D,21,Morning,MCH-15,OPR-001,Completed
PRD-006436,FP-009,2023-07-21,Line-A,3,Night,MCH-14,OPR-027,Completed
PRD-006437,FP-006,2023-07-25,Line-C,25,Night,MCH-03,OPR-033,Completed
PRD-006438,FP-001,2024-12-13,Line-D,27,Afternoon,MCH-07,OPR-011,Completed
PRD-006439,FP-010,2022-03-08,Line-A,25,Afternoon,MCH-10,OPR-010,Completed
PRD-006440,FP-010,2023-10-03,Line-D,13,Morning,MCH-05,OPR-044,Completed
PRD-006441,FP-001,2024-08-12,Line-B,13,Afternoon,MCH-02,OPR-013,Completed
PRD-006442,FP-009,2022-07-11,Line-D,25,Morning,MCH-04,OPR-002,Completed
PRD-006443,FP-007,2024-01-12,Line-D,11,Afternoon,MCH-14,OPR-016,Completed
PRD-006444,FP-005,2024-05-27,Line-D,2,Night,MCH-05,OPR-015,Completed
PRD-006445,FP-001,2023-11-04,Line-B,28,Afternoon,MCH-03,OPR-032,Scrapped
PRD-006446,FP-009,2023-09-08,Line-C,21,Morning,MCH-08,OPR-013,Scrapped
PRD-006447,FP-005,2024-09-07,Line-A,26,Afternoon,MCH-06,OPR-016,Partial
PRD-006448,FP-002,2024-04-03,Line-A,16,Night,MCH-15,OPR-038,Scrapped
PRD-006449,FP-008,2022-09-19,Line-D,3,Night,MCH-09,OPR-032,Completed
PRD-006450,FP-010,2024-12-18,Line-A,18,Night,MCH-05,OPR-039,Completed
PRD-006451,FP-008,2024-04-08,Line-D,14,Morning,MCH-06,OPR-053,Scrapped
PRD-006452,FP-009,2024-11-28,Line-C,6,Afternoon,MCH-08,OPR-019,Partial
PRD-006453,FP-010,2022-06-22,Line-D,22,Morning,MCH-14,OPR-034,Completed
PRD-006454,FP-003,2024-04-15,Line-C,12,Afternoon,MCH-09,OPR-023,Scrapped
PRD-006455,FP-006,2023-11-06,Line-C,21,Morning,MCH-11,OPR-035,Completed
PRD-006456,FP-002,2023-08-08,Line-C,7,Afternoon,MCH-10,OPR-026,Completed
PRD-006457,FP-009,2024-03-24,Line-A,11,Morning,MCH-11,OPR-059,Scrapped
PRD-006458,FP-006,2023-04-21,Line-C,6,Afternoon,MCH-02,OPR-033,Completed
PRD-006459,FP-005,2022-01-05,Line-C,18,Afternoon,MCH-13,OPR-022,Partial
PRD-006460,FP-001,2022-04-28,Line-D,9,Night,MCH-15,OPR-040,Partial
PRD-006461,FP-009,2024-09-22,Line-A,3,Morning,MCH-01,OPR-023,Completed
PRD-006462,FP-009,2022-12-17,Line-C,37,Morning,MCH-05,OPR-024,Completed
PRD-006463,FP-010,2023-06-14,Line-D,8,Afternoon,MCH-06,OPR-017,Scrapped
PRD-006464,FP-007,2022-10-10,Line-D,10,Night,MCH-02,OPR-034,Scrapped
PRD-006465,FP-010,2024-10-09,Line-C,18,Night,MCH-01,OPR-026,Completed
PRD-006466,FP-010,2022-04-11,Line-A,25,Night,MCH-12,OPR-036,Completed
PRD-006467,FP-009,2022-12-23,Line-C,2,Afternoon,MCH-04,OPR-009,Completed
PRD-006468,FP-007,2024-11-01,Line-C,31,Afternoon,MCH-07,OPR-018,Partial
PRD-006469,FP-004,2022-04-23,Line-A,19,Afternoon,MCH-01,OPR-016,Completed
PRD-006470,FP-008,2023-03-05,Line-C,21,Morning,MCH-06,OPR-007,Completed
PRD-006471,FP-001,2022-06-27,Line-A,4,Morning,MCH-02,OPR-018,Completed
PRD-006472,FP-001,2024-02-12,Line-D,23,Morning,MCH-13,OPR-011,Partial
PRD-006473,FP-006,2024-07-09,Line-C,28,Night,MCH-07,OPR-005,Partial
PRD-006474,FP-005,2023-12-07,Line-C,29,Morning,MCH-03,OPR-033,Completed
PRD-006475,FP-001,2022-02-08,Line-B,30,Afternoon,MCH-12,OPR-052,Completed
PRD-006476,FP-003,2022-05-12,Line-D,11,Night,MCH-08,OPR-032,Scrapped
PRD-006477,FP-006,2023-02-26,Line-D,5,Afternoon,MCH-13,OPR-007,Completed
PRD-006478,FP-007,2023-02-25,Line-B,2,Morning,MCH-05,OPR-025,Completed
PRD-006479,FP-005,2023-07-29,Line-D,5,Afternoon,MCH-01,OPR-047,Scrapped
PRD-006480,FP-002,2023-06-21,Line-A,9,Night,MCH-07,OPR-050,Partial
PRD-006481,FP-008,2024-09-27,Line-C,13,Night,MCH-09,OPR-056,Completed
PRD-006482,FP-010,2024-10-07,Line-D,2,Night,MCH-06,OPR-018,Scrapped
PRD-006483,FP-008,2024-06-21,Line-B,20,Morning,MCH-11,OPR-011,Completed
PRD-006484,FP-009,2022-11-23,Line-C,20,Night,MCH-04,OPR-054,Completed
PRD-006485,FP-003,2022-08-07,Line-D,2,Morning,MCH-02,OPR-033,Completed
PRD-006486,FP-002,2023-09-15,Line-B,25,Night,MCH-13,OPR-005,Partial
PRD-006487,FP-002,2023-01-08,Line-D,29,Night,MCH-11,OPR-040,Completed
PRD-006488,FP-006,2023-12-20,Line-A,32,Night,MCH-05,OPR-050,Scrapped
PRD-006489,FP-005,2022-12-30,Line-C,36,Morning,MCH-09,OPR-050,Completed
PRD-006490,FP-001,2022-06-12,Line-C,13,Night,MCH-01,OPR-022,Completed
PRD-006491,FP-003,2023-09-09,Line-D,4,Morning,MCH-12,OPR-001,Scrapped
PRD-006492,FP-008,2022-05-19,Line-B,24,Morning,MCH-06,OPR-034,Scrapped
PRD-006493,FP-005,2024-03-31,Line-D,29,Morning,MCH-05,OPR-040,Completed
PRD-006494,FP-002,2022-07-16,Line-A,14,Night,MCH-07,OPR-043,Completed
PRD-006495,FP-007,2023-08-27,Line-A,9,Afternoon,MCH-12,OPR-022,Completed
PRD-006496,FP-005,2024-10-05,Line-D,22,Afternoon,MCH-01,OPR-060,Completed
PRD-006497,FP-004,2022-09-08,Line-C,24,Night,MCH-13,OPR-038,Completed
PRD-006498,FP-004,2024-03-25,Line-C,23,Afternoon,MCH-05,OPR-042,Completed
PRD-006499,FP-004,2022-11-09,Line-A,36,Afternoon,MCH-11,OPR-001,Scrapped
PRD-006500,FP-008,2024-07-20,Line-B,12,Afternoon,MCH-05,OPR-049,Partial
PRD-006501,FP-004,2022-08-17,Line-B,15,Night,MCH-03,OPR-015,Completed
PRD-006502,FP-008,2023-12-25,Line-B,2,Morning,MCH-12,OPR-043,Partial
PRD-006503,FP-004,2022-05-07,Line-A,24,Morning,MCH-01,OPR-021,Completed
PRD-006504,FP-005,2024-04-11,Line-A,29,Afternoon,MCH-12,OPR-048,Completed
PRD-006505,FP-001,2022-05-16,Line-A,30,Night,MCH-14,OPR-060,Completed
PRD-006506,FP-010,2022-11-28,Line-B,33,Night,MCH-05,OPR-055,Scrapped
PRD-006507,FP-007,2023-09-13,Line-C,22,Morning,MCH-15,OPR-032,Partial
PRD-006508,FP-001,2022-08-07,Line-A,16,Afternoon,MCH-03,OPR-058,Completed
PRD-006509,FP-006,2023-05-24,Line-D,21,Night,MCH-02,OPR-014,Partial
PRD-006510,FP-007,2024-06-18,Line-D,29,Afternoon,MCH-14,OPR-027,Completed
PRD-006511,FP-009,2023-09-22,Line-D,27,Morning,MCH-09,OPR-044,Scrapped
PRD-006512,FP-008,2022-07-26,Line-C,21,Night,MCH-11,OPR-033,Completed
PRD-006513,FP-004,2022-12-27,Line-D,29,Afternoon,MCH-03,OPR-046,Completed
PRD-006514,FP-004,2023-05-12,Line-C,21,Afternoon,MCH-06,OPR-015,Completed
PRD-006515,FP-008,2022-12-21,Line-D,14,Afternoon,MCH-15,OPR-058,Completed
PRD-006516,FP-006,2022-06-20,Line-A,24,Night,MCH-10,OPR-036,Scrapped
PRD-006517,FP-007,2023-01-31,Line-D,16,Morning,MCH-14,OPR-058,Partial
PRD-006518,FP-004,2023-01-26,Line-A,5,Morning,MCH-14,OPR-060,Completed
PRD-006519,FP-009,2022-05-17,Line-B,14,Afternoon,MCH-12,OPR-015,Scrapped
PRD-006520,FP-005,2023-12-31,Line-B,24,Morning,MCH-06,OPR-010,Partial
PRD-006521,FP-004,2022-07-06,Line-C,13,Morning,MCH-10,OPR-038,Completed
PRD-006522,FP-007,2023-01-08,Line-B,20,Afternoon,MCH-05,OPR-049,Completed
PRD-006523,FP-003,2023-11-14,Line-B,22,Night,MCH-11,OPR-005,Completed
PRD-006524,FP-009,2022-04-15,Line-D,17,Night,MCH-10,OPR-024,Completed
PRD-006525,FP-007,2022-05-06,Line-C,15,Afternoon,MCH-08,OPR-029,Partial
PRD-006526,FP-007,2022-01-02,Line-D,11,Night,MCH-02,OPR-026,Completed
PRD-006527,FP-007,2023-12-20,Line-A,13,Afternoon,MCH-15,OPR-024,Completed
PRD-006528,FP-008,2022-07-22,Line-A,24,Night,MCH-09,OPR-007,Completed
PRD-006529,FP-003,2024-04-18,Line-D,28,Night,MCH-11,OPR-020,Scrapped
PRD-006530,FP-008,2024-11-21,Line-A,25,Afternoon,MCH-01,OPR-013,Completed
PRD-006531,FP-009,2022-11-04,Line-D,28,Night,MCH-07,OPR-001,Completed
PRD-006532,FP-003,2022-12-11,Line-D,12,Morning,MCH-05,OPR-013,Completed
PRD-006533,FP-003,2023-04-15,Line-A,12,Morning,MCH-12,OPR-009,Completed
PRD-006534,FP-010,2022-10-03,Line-A,14,Morning,MCH-14,OPR-051,Partial
PRD-006535,FP-007,2023-07-25,Line-A,10,Night,MCH-14,OPR-001,Completed
PRD-006536,FP-002,2023-02-07,Line-A,21,Night,MCH-03,OPR-038,Completed
PRD-006537,FP-001,2022-02-03,Line-C,15,Night,MCH-09,OPR-023,Completed
PRD-006538,FP-003,2023-12-24,Line-C,31,Afternoon,MCH-13,OPR-006,Partial
PRD-006539,FP-006,2022-08-07,Line-C,3,Afternoon,MCH-01,OPR-040,Completed
PRD-006540,FP-002,2022-08-06,Line-C,27,Night,MCH-06,OPR-048,Completed
PRD-006541,FP-003,2023-06-21,Line-A,19,Morning,MCH-04,OPR-036,Completed
PRD-006542,FP-002,2023-03-25,Line-C,24,Afternoon,MCH-08,OPR-056,Completed
PRD-006543,FP-010,2023-05-12,Line-C,2,Night,MCH-06,OPR-031,Completed
PRD-006544,FP-003,2023-03-16,Line-B,18,Night,MCH-14,OPR-005,Completed
PRD-006545,FP-009,2023-06-28,Line-A,13,Night,MCH-07,OPR-052,Scrapped
PRD-006546,FP-002,2024-07-15,Line-B,10,Afternoon,MCH-09,OPR-022,Completed
PRD-006547,FP-002,2024-03-31,Line-A,5,Afternoon,MCH-12,OPR-037,Completed
PRD-006548,FP-010,2022-05-06,Line-D,8,Afternoon,MCH-01,OPR-053,Completed
PRD-006549,FP-010,2024-07-02,Line-D,25,Morning,MCH-02,OPR-031,Scrapped
PRD-006550,FP-003,2024-06-15,Line-D,27,Morning,MCH-10,OPR-037,Scrapped
PRD-006551,FP-006,2024-12-27,Line-D,4,Morning,MCH-10,OPR-024,Completed
PRD-006552,FP-006,2022-10-26,Line-A,31,Morning,MCH-05,OPR-030,Completed
PRD-006553,FP-008,2023-08-01,Line-A,6,Night,MCH-05,OPR-033,Completed
PRD-006554,FP-003,2024-12-24,Line-D,18,Afternoon,MCH-02,OPR-004,Scrapped
PRD-006555,FP-010,2022-10-31,Line-B,22,Morning,MCH-09,OPR-033,Completed
PRD-006556,FP-007,2023-12-26,Line-B,12,Afternoon,MCH-05,OPR-018,Scrapped
PRD-006557,FP-005,2023-05-30,Line-B,6,Morning,MCH-07,OPR-041,Completed
PRD-006558,FP-009,2022-08-31,Line-B,30,Night,MCH-01,OPR-017,Completed
PRD-006559,FP-008,2024-01-26,Line-D,6,Afternoon,MCH-01,OPR-009,Completed
PRD-006560,FP-001,2022-08-07,Line-C,12,Night,MCH-03,OPR-057,Completed
PRD-006561,FP-008,2024-05-18,Line-C,16,Afternoon,MCH-01,OPR-046,Completed
PRD-006562,FP-008,2023-07-05,Line-C,17,Night,MCH-05,OPR-019,Scrapped
PRD-006563,FP-010,2023-10-31,Line-C,4,Morning,MCH-02,OPR-041,Partial
PRD-006564,FP-010,2024-07-25,Line-A,19,Afternoon,MCH-05,OPR-017,Completed
PRD-006565,FP-008,2024-06-28,Line-A,22,Afternoon,MCH-01,OPR-004,Scrapped
PRD-006566,FP-008,2024-09-05,Line-D,3,Morning,MCH-01,OPR-009,Scrapped
PRD-006567,FP-007,2023-08-02,Line-C,14,Night,MCH-10,OPR-019,Scrapped
PRD-006568,FP-010,2022-06-09,Line-D,9,Night,MCH-10,OPR-004,Completed
PRD-006569,FP-009,2024-07-13,Line-A,24,Afternoon,MCH-10,OPR-018,Completed
PRD-006570,FP-002,2022-08-19,Line-B,17,Afternoon,MCH-11,OPR-012,Partial
PRD-006571,FP-002,2024-03-08,Line-A,14,Afternoon,MCH-02,OPR-001,Completed
PRD-006572,FP-002,2022-07-02,Line-A,24,Morning,MCH-10,OPR-028,Completed
PRD-006573,FP-006,2024-03-19,Line-A,29,Morning,MCH-09,OPR-039,Completed
PRD-006574,FP-005,2023-10-28,Line-A,10,Night,MCH-10,OPR-039,Completed
PRD-006575,FP-004,2022-12-18,Line-C,13,Morning,MCH-13,OPR-059,Completed
PRD-006576,FP-010,2022-10-05,Line-A,9,Afternoon,MCH-13,OPR-025,Completed
PRD-006577,FP-004,2022-06-12,Line-A,25,Night,MCH-04,OPR-002,Completed
PRD-006578,FP-010,2023-12-29,Line-B,14,Morning,MCH-01,OPR-032,Scrapped
PRD-006579,FP-005,2022-04-02,Line-C,12,Morning,MCH-06,OPR-034,Scrapped
PRD-006580,FP-008,2024-11-12,Line-D,9,Morning,MCH-07,OPR-050,Partial
PRD-006581,FP-009,2024-06-10,Line-C,27,Morning,MCH-01,OPR-049,Completed
PRD-006582,FP-006,2022-07-28,Line-A,18,Night,MCH-11,OPR-001,Completed
PRD-006583,FP-009,2023-04-18,Line-A,15,Afternoon,MCH-15,OPR-045,Partial
PRD-006584,FP-005,2024-09-12,Line-B,17,Afternoon,MCH-02,OPR-015,Partial
PRD-006585,FP-002,2022-10-27,Line-B,39,Morning,MCH-03,OPR-038,Partial
PRD-006586,FP-001,2022-12-01,Line-B,37,Morning,MCH-11,OPR-058,Partial
PRD-006587,FP-005,2023-07-19,Line-D,5,Night,MCH-08,OPR-024,Completed
PRD-006588,FP-008,2022-11-27,Line-C,16,Morning,MCH-15,OPR-031,Completed
PRD-006589,FP-009,2023-06-30,Line-B,23,Afternoon,MCH-05,OPR-052,Scrapped
PRD-006590,FP-004,2023-10-08,Line-A,13,Afternoon,MCH-07,OPR-048,Scrapped
PRD-006591,FP-001,2023-08-14,Line-C,3,Night,MCH-04,OPR-029,Completed
PRD-006592,FP-004,2022-04-07,Line-D,5,Night,MCH-11,OPR-035,Completed
PRD-006593,FP-005,2024-12-31,Line-A,32,Afternoon,MCH-07,OPR-044,Partial
PRD-006594,FP-004,2022-08-20,Line-A,4,Morning,MCH-15,OPR-023,Completed
PRD-006595,FP-002,2024-04-24,Line-B,23,Afternoon,MCH-08,OPR-036,Completed
PRD-006596,FP-005,2024-06-24,Line-C,12,Afternoon,MCH-02,OPR-038,Completed
PRD-006597,FP-005,2024-01-02,Line-B,3,Morning,MCH-14,OPR-029,Scrapped
PRD-006598,FP-009,2022-11-03,Line-D,39,Afternoon,MCH-06,OPR-049,Completed
PRD-006599,FP-010,2024-03-20,Line-D,5,Night,MCH-06,OPR-038,Completed
PRD-006600,FP-003,2023-07-18,Line-B,19,Night,MCH-10,OPR-032,Completed
PRD-006601,FP-010,2024-03-03,Line-A,4,Morning,MCH-13,OPR-018,Scrapped
PRD-006602,FP-005,2024-06-08,Line-B,15,Night,MCH-15,OPR-028,Completed
PRD-006603,FP-004,2022-07-31,Line-D,4,Morning,MCH-09,OPR-033,Completed
PRD-006604,FP-003,2022-03-20,Line-A,2,Morning,MCH-08,OPR-002,Completed
PRD-006605,FP-007,2024-05-15,Line-C,27,Afternoon,MCH-08,OPR-029,Scrapped
PRD-006606,FP-007,2022-12-10,Line-C,40,Night,MCH-03,OPR-026,Completed
PRD-006607,FP-010,2023-12-15,Line-C,27,Morning,MCH-08,OPR-036,Partial
PRD-006608,FP-006,2022-12-11,Line-A,32,Night,MCH-07,OPR-017,Scrapped
PRD-006609,FP-002,2023-01-27,Line-C,9,Night,MCH-05,OPR-057,Scrapped
PRD-006610,FP-010,2024-07-03,Line-A,11,Morning,MCH-11,OPR-034,Scrapped
PRD-006611,FP-008,2023-04-06,Line-C,25,Night,MCH-08,OPR-048,Completed
PRD-006612,FP-010,2024-08-07,Line-B,21,Afternoon,MCH-02,OPR-023,Scrapped
PRD-006613,FP-009,2022-04-26,Line-D,28,Afternoon,MCH-04,OPR-055,Scrapped
PRD-006614,FP-002,2024-11-05,Line-B,33,Night,MCH-14,OPR-041,Completed
PRD-006615,FP-008,2024-10-21,Line-C,10,Morning,MCH-01,OPR-032,Completed
PRD-006616,FP-008,2024-03-17,Line-A,9,Morning,MCH-12,OPR-039,Partial
PRD-006617,FP-002,2023-09-24,Line-D,28,Afternoon,MCH-09,OPR-051,Completed
PRD-006618,FP-009,2022-07-24,Line-C,19,Afternoon,MCH-14,OPR-042,Partial
PRD-006619,FP-010,2022-09-20,Line-B,9,Afternoon,MCH-08,OPR-054,Completed
PRD-006620,FP-001,2024-03-26,Line-B,2,Night,MCH-07,OPR-001,Scrapped
PRD-006621,FP-005,2024-05-30,Line-D,2,Afternoon,MCH-11,OPR-034,Completed
PRD-006622,FP-006,2022-03-02,Line-B,25,Night,MCH-14,OPR-056,Completed
PRD-006623,FP-004,2024-05-13,Line-A,10,Night,MCH-06,OPR-039,Scrapped
PRD-006624,FP-002,2023-09-19,Line-C,26,Morning,MCH-11,OPR-060,Completed
PRD-006625,FP-005,2024-04-08,Line-C,26,Morning,MCH-03,OPR-041,Completed
PRD-006626,FP-002,2024-09-13,Line-B,14,Afternoon,MCH-09,OPR-023,Partial
PRD-006627,FP-009,2024-04-28,Line-C,17,Afternoon,MCH-04,OPR-060,Partial
PRD-006628,FP-008,2022-10-19,Line-C,16,Afternoon,MCH-14,OPR-003,Completed
PRD-006629,FP-004,2023-07-13,Line-D,27,Morning,MCH-13,OPR-013,Scrapped
PRD-006630,FP-008,2023-08-04,Line-B,23,Morning,MCH-14,OPR-009,Scrapped
PRD-006631,FP-001,2023-06-01,Line-A,25,Night,MCH-13,OPR-051,Completed
PRD-006632,FP-010,2022-03-15,Line-D,25,Night,MCH-10,OPR-059,Completed
PRD-006633,FP-004,2022-07-26,Line-A,10,Morning,MCH-11,OPR-012,Partial
PRD-006634,FP-006,2022-05-29,Line-A,20,Night,MCH-14,OPR-017,Partial
PRD-006635,FP-003,2024-09-20,Line-B,2,Afternoon,MCH-11,OPR-016,Completed
PRD-006636,FP-003,2023-03-30,Line-D,8,Night,MCH-10,OPR-056,Completed
PRD-006637,FP-005,2022-05-15,Line-A,16,Afternoon,MCH-02,OPR-032,Partial
PRD-006638,FP-001,2022-08-15,Line-C,30,Afternoon,MCH-13,OPR-023,Partial
PRD-006639,FP-007,2024-07-07,Line-C,14,Morning,MCH-02,OPR-045,Completed
PRD-006640,FP-009,2024-10-21,Line-B,10,Morning,MCH-13,OPR-033,Completed
PRD-006641,FP-007,2023-09-14,Line-B,18,Morning,MCH-09,OPR-032,Partial
PRD-006642,FP-001,2024-02-09,Line-A,12,Night,MCH-11,OPR-010,Partial
PRD-006643,FP-008,2024-03-29,Line-D,25,Afternoon,MCH-14,OPR-033,Completed
PRD-006644,FP-004,2024-06-26,Line-B,25,Night,MCH-06,OPR-010,Completed
PRD-006645,FP-010,2023-12-05,Line-D,8,Afternoon,MCH-13,OPR-047,Partial
PRD-006646,FP-003,2023-05-26,Line-C,8,Afternoon,MCH-03,OPR-012,Completed
PRD-006647,FP-009,2023-02-23,Line-D,28,Morning,MCH-03,OPR-038,Partial
PRD-006648,FP-004,2023-11-28,Line-D,28,Morning,MCH-04,OPR-015,Completed
PRD-006649,FP-007,2023-12-21,Line-A,20,Morning,MCH-14,OPR-058,Completed
PRD-006650,FP-006,2024-08-07,Line-B,16,Morning,MCH-14,OPR-052,Completed
PRD-006651,FP-009,2022-06-11,Line-A,15,Night,MCH-10,OPR-024,Completed
PRD-006652,FP-002,2024-07-03,Line-A,19,Night,MCH-04,OPR-032,Completed
PRD-006653,FP-010,2022-06-01,Line-B,29,Morning,MCH-08,OPR-046,Completed
PRD-006654,FP-004,2023-07-11,Line-C,10,Afternoon,MCH-03,OPR-034,Scrapped
PRD-006655,FP-009,2024-11-08,Line-A,5,Afternoon,MCH-14,OPR-034,Completed
PRD-006656,FP-007,2022-05-24,Line-B,25,Night,MCH-06,OPR-006,Completed
PRD-006657,FP-001,2022-06-20,Line-C,15,Morning,MCH-09,OPR-038,Completed
PRD-006658,FP-009,2024-06-21,Line-B,12,Night,MCH-10,OPR-058,Scrapped
PRD-006659,FP-005,2023-09-16,Line-D,18,Morning,MCH-02,OPR-009,Scrapped
