component_id,production_id,part_id,qty_consumed
CMP-0030026,PRD-006676,P0174,105
CMP-0030027,PRD-006676,P0175,105
CMP-0030028,PRD-006676,P0198,105
CMP-0030029,PRD-006676,P0200,105
CMP-0030030,PRD-006677,P0020,96
CMP-0030031,PRD-006677,P0115,96
CMP-0030032,PRD-006677,P0011,24
CMP-0030033,PRD-006678,P0028,32
CMP-0030034,PRD-006678,P0307,8
CMP-0030035,PRD-006678,P0030,16
CMP-0030036,PRD-006678,P0120,32
CMP-0030037,PRD-006678,P0103,8
CMP-0030038,PRD-006678,P0007,32
CMP-0030039,PRD-006679,P0216,69
CMP-0030040,PRD-006679,P0211,46
CMP-0030041,PRD-006679,P0060,92
CMP-0030042,PRD-006679,P0209,46
CMP-0030043,PRD-006679,P0074,69
CMP-0030044,PRD-006679,P0270,92
CMP-0030045,PRD-006680,P0131,68
CMP-0030046,PRD-006680,P0096,68
CMP-0030047,PRD-006680,P0176,68
CMP-0030048,PRD-006680,P0121,68
CMP-0030049,PRD-006681,P0178,3
CMP-0030050,PRD-006681,P0114,6
CMP-0030051,PRD-006681,P0126,3
CMP-0030052,PRD-006681,P0184,3
CMP-0030053,PRD-006681,P0131,3
CMP-0030054,PRD-006681,P0140,6
CMP-0030055,PRD-006682,P0264,56
CMP-0030056,PRD-006682,P0167,42
CMP-0030057,PRD-006682,P0152,42
CMP-0030058,PRD-006682,P0253,56
CMP-0030059,PRD-006682,P0214,42
CMP-0030060,PRD-006683,P0164,36
CMP-0030061,PRD-006683,P0102,9
CMP-0030062,PRD-006683,P0099,36
CMP-0030063,PRD-006683,P0152,18
CMP-0030064,PRD-006683,P0066,36
CMP-0030065,PRD-006683,P0133,27
CMP-0030066,PRD-006684,P0106,6
CMP-0030067,PRD-006684,P0227,6
CMP-0030068,PRD-006684,P0036,8
CMP-0030069,PRD-006685,P0280,30
CMP-0030070,PRD-006685,P0191,40
CMP-0030071,PRD-006685,P0260,10
CMP-0030072,PRD-006686,P0179,42
CMP-0030073,PRD-006686,P0153,84
CMP-0030074,PRD-006686,P0143,84
CMP-0030075,PRD-006686,P0184,63
CMP-0030076,PRD-006686,P0156,84
CMP-0030077,PRD-006687,P0117,6
CMP-0030078,PRD-006687,P0074,9
CMP-0030079,PRD-006687,P0075,9
CMP-0030080,PRD-006687,P0099,9
CMP-0030081,PRD-006687,P0168,9
CMP-0030082,PRD-006687,P0072,12
CMP-0030083,PRD-006688,P0116,33
CMP-0030084,PRD-006688,P0129,22
CMP-0030085,PRD-006688,P0105,33
CMP-0030086,PRD-006688,P0215,22
CMP-0030087,PRD-006689,P0146,16
CMP-0030088,PRD-006689,P0120,4
CMP-0030089,PRD-006689,P0074,12
CMP-0030090,PRD-006689,P0125,16
CMP-0030091,PRD-006689,P0076,8
CMP-0030092,PRD-006690,P0162,29
CMP-0030093,PRD-006690,P0151,87
CMP-0030094,PRD-006690,P0139,116
CMP-0030095,PRD-006690,P0190,29
CMP-0030096,PRD-006691,P0006,20
CMP-0030097,PRD-006691,P0239,10
CMP-0030098,PRD-006691,P0012,10
CMP-0030099,PRD-006691,P0037,15
CMP-0030100,PRD-006692,P0141,36
CMP-0030101,PRD-006692,P0198,12
CMP-0030102,PRD-006692,P0075,12
CMP-0030103,PRD-006692,P0070,48
CMP-0030104,PRD-006692,P0154,24
CMP-0030105,PRD-006692,P0192,36
CMP-0030106,PRD-006693,P0129,17
CMP-0030107,PRD-006693,P0231,68
CMP-0030108,PRD-006693,P0037,68
CMP-0030109,PRD-006693,P0014,34
CMP-0030110,PRD-006694,P0231,12
CMP-0030111,PRD-006694,P0007,9
CMP-0030112,PRD-006694,P0005,12
CMP-0030113,PRD-006695,P0291,44
CMP-0030114,PRD-006695,P0301,88
CMP-0030115,PRD-006695,P0224,44
CMP-0030116,PRD-006695,P0105,44
CMP-0030117,PRD-006696,P0027,120
CMP-0030118,PRD-006696,P0134,120
CMP-0030119,PRD-006696,P0222,120
CMP-0030120,PRD-006696,P0119,30
CMP-0030121,PRD-006697,P0257,54
CMP-0030122,PRD-006697,P0204,36
CMP-0030123,PRD-006697,P0281,18
CMP-0030124,PRD-006697,P0152,18
CMP-0030125,PRD-006697,P0253,36
CMP-0030126,PRD-006697,P0149,36
CMP-0030127,PRD-006698,P0261,26
CMP-0030128,PRD-006698,P0170,39
CMP-0030129,PRD-006698,P0268,26
CMP-0030130,PRD-006698,P0255,26
CMP-0030131,PRD-006698,P0208,26
CMP-0030132,PRD-006699,P0126,18
CMP-0030133,PRD-006699,P0018,18
CMP-0030134,PRD-006699,P0051,54
CMP-0030135,PRD-006700,P0173,30
CMP-0030136,PRD-006700,P0099,15
CMP-0030137,PRD-006700,P0066,15
CMP-0030138,PRD-006700,P0135,15
CMP-0030139,PRD-006700,P0102,60
CMP-0030140,PRD-006700,P0055,30
CMP-0030141,PRD-006701,P0231,28
CMP-0030142,PRD-006701,P0131,7
CMP-0030143,PRD-006701,P0106,14
CMP-0030144,PRD-006701,P0214,14
CMP-0030145,PRD-006702,P0259,25
CMP-0030146,PRD-006702,P0181,50
CMP-0030147,PRD-006702,P0267,75
CMP-0030148,PRD-006702,P0215,50
CMP-0030149,PRD-006702,P0196,100
CMP-0030150,PRD-006702,P0260,50
CMP-0030151,PRD-006703,P0157,22
CMP-0030152,PRD-006703,P0166,22
CMP-0030153,PRD-006703,P0183,22
CMP-0030154,PRD-006704,P0003,50
CMP-0030155,PRD-006704,P0301,75
CMP-0030156,PRD-006704,P0120,100
CMP-0030157,PRD-006704,P0023,100
CMP-0030158,PRD-006704,P0132,100
CMP-0030159,PRD-006704,P0290,75
CMP-0030160,PRD-006705,P0163,19
CMP-0030161,PRD-006705,P0175,57
CMP-0030162,PRD-006705,P0083,76
CMP-0030163,PRD-006705,P0086,19
CMP-0030164,PRD-006705,P0065,57
CMP-0030165,PRD-006706,P0269,60
CMP-0030166,PRD-006706,P0216,20
CMP-0030167,PRD-006706,P0072,80
CMP-0030168,PRD-006706,P0066,20
CMP-0030169,PRD-006706,P0260,80
CMP-0030170,PRD-006707,P0212,12
CMP-0030171,PRD-006707,P0262,24
CMP-0030172,PRD-006707,P0060,18
CMP-0030173,PRD-006707,P0260,6
CMP-0030174,PRD-006707,P0076,12
CMP-0030175,PRD-006707,P0071,6
CMP-0030176,PRD-006708,P0130,112
CMP-0030177,PRD-006708,P0171,84
CMP-0030178,PRD-006708,P0117,28
CMP-0030179,PRD-006708,P0172,112
CMP-0030180,PRD-006708,P0113,56
CMP-0030181,PRD-006709,P0187,6
CMP-0030182,PRD-006709,P0196,24
CMP-0030183,PRD-006709,P0193,12
CMP-0030184,PRD-006709,P0216,6
CMP-0030185,PRD-006710,P0170,42
CMP-0030186,PRD-006710,P0143,63
CMP-0030187,PRD-006710,P0168,21
CMP-0030188,PRD-006710,P0209,84
CMP-0030189,PRD-006710,P0159,84
CMP-0030190,PRD-006710,P0187,21
CMP-0030191,PRD-006711,P0210,96
CMP-0030192,PRD-006711,P0279,48
CMP-0030193,PRD-006711,P0258,96
CMP-0030194,PRD-006711,P0150,72
CMP-0030195,PRD-006712,P0027,116
CMP-0030196,PRD-006712,P0004,87
CMP-0030197,PRD-006712,P0246,116
CMP-0030198,PRD-006712,P0302,58
CMP-0030199,PRD-006713,P0277,36
CMP-0030200,PRD-006713,P0182,9
CMP-0030201,PRD-006713,P0256,36
CMP-0030202,PRD-006713,P0190,9
CMP-0030203,PRD-006713,P0279,9
CMP-0030204,PRD-006714,P0093,60
CMP-0030205,PRD-006714,P0275,30
CMP-0030206,PRD-006714,P0211,15
CMP-0030207,PRD-006714,P0255,45
CMP-0030208,PRD-006714,P0081,60
CMP-0030209,PRD-006714,P0182,15
CMP-0030210,PRD-006715,P0196,64
CMP-0030211,PRD-006715,P0211,64
CMP-0030212,PRD-006715,P0202,32
CMP-0030213,PRD-006716,P0096,28
CMP-0030214,PRD-006716,P0177,28
CMP-0030215,PRD-006716,P0172,112
CMP-0030216,PRD-006716,P0131,112
CMP-0030217,PRD-006716,P0199,84
CMP-0030218,PRD-006717,P0077,51
CMP-0030219,PRD-006717,P0180,68
CMP-0030220,PRD-006717,P0183,51
CMP-0030221,PRD-006717,P0192,68
CMP-0030222,PRD-006717,P0210,34
CMP-0030223,PRD-006717,P0086,68
CMP-0030224,PRD-006718,P0002,52
CMP-0030225,PRD-006718,P0232,52
CMP-0030226,PRD-006718,P0122,13
CMP-0030227,PRD-006718,P0121,52
CMP-0030228,PRD-006718,P0094,26
CMP-0030229,PRD-006718,P0120,39
CMP-0030230,PRD-006719,P0188,27
CMP-0030231,PRD-006719,P0116,9
CMP-0030232,PRD-006719,P0128,27
CMP-0030233,PRD-006719,P0187,9
CMP-0030234,PRD-006720,P0035,72
CMP-0030235,PRD-006720,P0246,36
CMP-0030236,PRD-006720,P0010,18
CMP-0030237,PRD-006720,P0221,72
CMP-0030238,PRD-006720,P0124,54
CMP-0030239,PRD-006721,P0037,38
CMP-0030240,PRD-006721,P0035,76
CMP-0030241,PRD-006721,P0288,19
CMP-0030242,PRD-006721,P0095,19
CMP-0030243,PRD-006721,P0300,19
CMP-0030244,PRD-006722,P0050,46
CMP-0030245,PRD-006722,P0016,92
CMP-0030246,PRD-006722,P0028,23
CMP-0030247,PRD-006722,P0219,46
CMP-0030248,PRD-006723,P0026,22
CMP-0030249,PRD-006723,P0001,88
CMP-0030250,PRD-006723,P0239,22
CMP-0030251,PRD-006723,P0296,66
CMP-0030252,PRD-006724,P0023,33
CMP-0030253,PRD-006724,P0102,22
CMP-0030254,PRD-006724,P0006,33
CMP-0030255,PRD-006725,P0012,8
CMP-0030256,PRD-006725,P0048,6
CMP-0030257,PRD-006725,P0035,8
CMP-0030258,PRD-006725,P0310,6
CMP-0030259,PRD-006725,P0295,4
CMP-0030260,PRD-006726,P0097,57
CMP-0030261,PRD-006726,P0121,19
CMP-0030262,PRD-006726,P0128,38
CMP-0030263,PRD-006726,P0119,19
CMP-0030264,PRD-006726,P0209,19
CMP-0030265,PRD-006727,P0152,7
CMP-0030266,PRD-006727,P0109,28
CMP-0030267,PRD-006727,P0066,28
CMP-0030268,PRD-006727,P0070,28
CMP-0030269,PRD-006727,P0090,28
CMP-0030270,PRD-006727,P0096,28
CMP-0030271,PRD-006728,P0290,63
CMP-0030272,PRD-006728,P0293,63
CMP-0030273,PRD-006728,P0126,63
CMP-0030274,PRD-006728,P0307,63
CMP-0030275,PRD-006728,P0103,42
CMP-0030276,PRD-006728,P0127,21
CMP-0030277,PRD-006729,P0168,14
CMP-0030278,PRD-006729,P0125,14
CMP-0030279,PRD-006729,P0127,56
CMP-0030280,PRD-006730,P0192,16
CMP-0030281,PRD-006730,P0281,16
CMP-0030282,PRD-006730,P0081,16
CMP-0030283,PRD-006730,P0254,16
CMP-0030284,PRD-006730,P0065,12
CMP-0030285,PRD-006730,P0176,16
CMP-0030286,PRD-006731,P0232,96
CMP-0030287,PRD-006731,P0130,96
CMP-0030288,PRD-006731,P0034,72
CMP-0030289,PRD-006731,P0004,96
CMP-0030290,PRD-006731,P0006,72
CMP-0030291,PRD-006731,P0020,24
CMP-0030292,PRD-006732,P0094,2
CMP-0030293,PRD-006732,P0148,4
CMP-0030294,PRD-006732,P0216,4
CMP-0030295,PRD-006733,P0084,22
CMP-0030296,PRD-006733,P0202,44
CMP-0030297,PRD-006733,P0085,66
CMP-0030298,PRD-006734,P0124,87
CMP-0030299,PRD-006734,P0192,58
CMP-0030300,PRD-006734,P0183,29
CMP-0030301,PRD-006734,P0209,58
CMP-0030302,PRD-006735,P0187,42
CMP-0030303,PRD-006735,P0284,42
CMP-0030304,PRD-006735,P0271,63
CMP-0030305,PRD-006735,P0182,63
CMP-0030306,PRD-006736,P0127,63
CMP-0030307,PRD-006736,P0215,84
CMP-0030308,PRD-006736,P0181,63
CMP-0030309,PRD-006736,P0189,21
CMP-0030310,PRD-006736,P0180,63
CMP-0030311,PRD-006737,P0101,8
CMP-0030312,PRD-006737,P0130,8
CMP-0030313,PRD-006737,P0230,24
CMP-0030314,PRD-006738,P0069,54
CMP-0030315,PRD-006738,P0207,108
CMP-0030316,PRD-006738,P0093,27
CMP-0030317,PRD-006739,P0194,54
CMP-0030318,PRD-006739,P0140,72
CMP-0030319,PRD-006739,P0156,18
CMP-0030320,PRD-006740,P0184,63
CMP-0030321,PRD-006740,P0084,42
CMP-0030322,PRD-006740,P0202,84
CMP-0030323,PRD-006740,P0066,63
CMP-0030324,PRD-006741,P0295,6
CMP-0030325,PRD-006741,P0120,12
CMP-0030326,PRD-006741,P0127,12
CMP-0030327,PRD-006741,P0042,6
CMP-0030328,PRD-006742,P0212,6
CMP-0030329,PRD-006742,P0149,3
CMP-0030330,PRD-006742,P0197,6
CMP-0030331,PRD-006742,P0125,9
CMP-0030332,PRD-006743,P0209,68
CMP-0030333,PRD-006743,P0133,17
CMP-0030334,PRD-006743,P0171,34
CMP-0030335,PRD-006743,P0130,68
CMP-0030336,PRD-006744,P0176,28
CMP-0030337,PRD-006744,P0207,14
CMP-0030338,PRD-006744,P0127,14
CMP-0030339,PRD-006744,P0190,28
CMP-0030340,PRD-006745,P0156,88
CMP-0030341,PRD-006745,P0139,88
CMP-0030342,PRD-006745,P0138,22
CMP-0030343,PRD-006746,P0123,24
CMP-0030344,PRD-006746,P0301,24
CMP-0030345,PRD-006746,P0046,48
CMP-0030346,PRD-006746,P0042,72
CMP-0030347,PRD-006746,P0125,24
CMP-0030348,PRD-006747,P0117,33
CMP-0030349,PRD-006747,P0095,44
CMP-0030350,PRD-006747,P0190,44
CMP-0030351,PRD-006747,P0116,44
CMP-0030352,PRD-006748,P0135,29
CMP-0030353,PRD-006748,P0232,116
CMP-0030354,PRD-006748,P0227,87
CMP-0030355,PRD-006748,P0122,87
CMP-0030356,PRD-006748,P0214,116
CMP-0030357,PRD-006749,P0187,40
CMP-0030358,PRD-006749,P0106,40
CMP-0030359,PRD-006749,P0128,40
CMP-0030360,PRD-006750,P0192,14
CMP-0030361,PRD-006750,P0140,21
CMP-0030362,PRD-006750,P0214,21
CMP-0030363,PRD-006751,P0183,8
CMP-0030364,PRD-006751,P0204,16
CMP-0030365,PRD-006751,P0187,12
CMP-0030366,PRD-006752,P0256,38
CMP-0030367,PRD-006752,P0208,19
CMP-0030368,PRD-006752,P0280,57
CMP-0030369,PRD-006752,P0283,57
CMP-0030370,PRD-006752,P0260,76
CMP-0030371,PRD-006752,P0200,76
CMP-0030372,PRD-006753,P0244,36
CMP-0030373,PRD-006753,P0293,27
CMP-0030374,PRD-006753,P0299,18
CMP-0030375,PRD-006753,P0222,27
CMP-0030376,PRD-006753,P0243,36
CMP-0030377,PRD-006754,P0028,72
CMP-0030378,PRD-006754,P0039,144
CMP-0030379,PRD-006754,P0015,36
CMP-0030380,PRD-006754,P0293,36
CMP-0030381,PRD-006755,P0133,22
CMP-0030382,PRD-006755,P0141,44
CMP-0030383,PRD-006755,P0119,88
CMP-0030384,PRD-006755,P0178,22
CMP-0030385,PRD-006756,P0231,25
CMP-0030386,PRD-006756,P0234,100
CMP-0030387,PRD-006756,P0124,50
CMP-0030388,PRD-006756,P0036,25
CMP-0030389,PRD-006757,P0215,28
CMP-0030390,PRD-006757,P0255,112
CMP-0030391,PRD-006757,P0259,56
CMP-0030392,PRD-006757,P0253,112
CMP-0030393,PRD-006758,P0257,3
CMP-0030394,PRD-006758,P0258,6
CMP-0030395,PRD-006758,P0189,9
CMP-0030396,PRD-006758,P0184,6
CMP-0030397,PRD-006758,P0255,12
CMP-0030398,PRD-006759,P0026,58
CMP-0030399,PRD-006759,P0119,87
CMP-0030400,PRD-006759,P0250,116
CMP-0030401,PRD-006759,P0005,58
CMP-0030402,PRD-006759,P0123,87
CMP-0030403,PRD-006759,P0241,58
CMP-0030404,PRD-006760,P0183,60
CMP-0030405,PRD-006760,P0167,30
CMP-0030406,PRD-006760,P0161,45
CMP-0030407,PRD-006760,P0207,15
CMP-0030408,PRD-006761,P0222,7
CMP-0030409,PRD-006761,P0033,21
CMP-0030410,PRD-006761,P0001,7
CMP-0030411,PRD-006761,P0020,14
CMP-0030412,PRD-006761,P0109,28
CMP-0030413,PRD-006762,P0031,62
CMP-0030414,PRD-006762,P0108,124
CMP-0030415,PRD-006762,P0097,31
CMP-0030416,PRD-006762,P0021,62
CMP-0030417,PRD-006762,P0027,93
CMP-0030418,PRD-006762,P0223,93
CMP-0030419,PRD-006763,P0087,84
CMP-0030420,PRD-006763,P0190,42
CMP-0030421,PRD-006763,P0189,21
CMP-0030422,PRD-006763,P0067,63
CMP-0030423,PRD-006763,P0057,42
CMP-0030424,PRD-006763,P0063,63
CMP-0030425,PRD-006764,P0058,75
CMP-0030426,PRD-006764,P0064,75
CMP-0030427,PRD-006764,P0172,75
CMP-0030428,PRD-006764,P0055,25
CMP-0030429,PRD-006764,P0209,75
CMP-0030430,PRD-006765,P0157,63
CMP-0030431,PRD-006765,P0198,84
CMP-0030432,PRD-006765,P0184,21
CMP-0030433,PRD-006766,P0036,56
CMP-0030434,PRD-006766,P0025,112
CMP-0030435,PRD-006766,P0127,112
CMP-0030436,PRD-006766,P0034,28
CMP-0030437,PRD-006766,P0115,84
CMP-0030438,PRD-006767,P0051,6
CMP-0030439,PRD-006767,P0094,12
CMP-0030440,PRD-006767,P0304,6
CMP-0030441,PRD-006767,P0131,9
CMP-0030442,PRD-006767,P0014,3
CMP-0030443,PRD-006767,P0021,12
CMP-0030444,PRD-006768,P0049,40
CMP-0030445,PRD-006768,P0300,40
CMP-0030446,PRD-006768,P0126,60
CMP-0030447,PRD-006768,P0293,80
CMP-0030448,PRD-006768,P0094,20
CMP-0030449,PRD-006769,P0175,108
CMP-0030450,PRD-006769,P0116,54
CMP-0030451,PRD-006769,P0192,27
CMP-0030452,PRD-006770,P0148,27
CMP-0030453,PRD-006770,P0099,108
CMP-0030454,PRD-006770,P0210,108
CMP-0030455,PRD-006770,P0138,27
CMP-0030456,PRD-006770,P0128,108
CMP-0030457,PRD-006770,P0193,81
CMP-0030458,PRD-006771,P0094,66
CMP-0030459,PRD-006771,P0188,33
CMP-0030460,PRD-006771,P0123,33
CMP-0030461,PRD-006771,P0102,66
CMP-0030462,PRD-006771,P0131,33
CMP-0030463,PRD-006772,P0005,48
CMP-0030464,PRD-006772,P0041,48
CMP-0030465,PRD-006772,P0133,72
CMP-0030466,PRD-006772,P0286,96
CMP-0030467,PRD-006773,P0167,120
CMP-0030468,PRD-006773,P0066,60
CMP-0030469,PRD-006773,P0152,30
CMP-0030470,PRD-006774,P0180,40
CMP-0030471,PRD-006774,P0191,40
CMP-0030472,PRD-006774,P0178,10
CMP-0030473,PRD-006775,P0128,72
CMP-0030474,PRD-006775,P0181,48
CMP-0030475,PRD-006775,P0104,96
CMP-0030476,PRD-006775,P0197,96
CMP-0030477,PRD-006775,P0111,96
CMP-0030478,PRD-006775,P0207,24
CMP-0030479,PRD-006776,P0143,6
CMP-0030480,PRD-006776,P0213,18
CMP-0030481,PRD-006776,P0204,18
CMP-0030482,PRD-006776,P0259,18
CMP-0030483,PRD-006776,P0210,18
CMP-0030484,PRD-006777,P0298,72
CMP-0030485,PRD-006777,P0036,18
CMP-0030486,PRD-006777,P0028,18
CMP-0030487,PRD-006778,P0158,112
CMP-0030488,PRD-006778,P0128,28
CMP-0030489,PRD-006778,P0137,56
CMP-0030490,PRD-006778,P0119,84
CMP-0030491,PRD-006779,P0053,30
CMP-0030492,PRD-006779,P0054,15
CMP-0030493,PRD-006779,P0137,60
CMP-0030494,PRD-006779,P0197,45
CMP-0030495,PRD-006779,P0146,15
CMP-0030496,PRD-006780,P0027,38
CMP-0030497,PRD-006780,P0010,76
CMP-0030498,PRD-006780,P0286,57
CMP-0030499,PRD-006780,P0289,19
CMP-0030500,PRD-006781,P0102,22
CMP-0030501,PRD-006781,P0026,44
CMP-0030502,PRD-006781,P0001,66
CMP-0030503,PRD-006781,P0021,44
CMP-0030504,PRD-006781,P0251,22
CMP-0030505,PRD-006781,P0226,44
CMP-0030506,PRD-006782,P0109,96
CMP-0030507,PRD-006782,P0101,72
CMP-0030508,PRD-006782,P0097,72
CMP-0030509,PRD-006783,P0209,100
CMP-0030510,PRD-006783,P0278,50
CMP-0030511,PRD-006783,P0185,75
CMP-0030512,PRD-006783,P0153,75
CMP-0030513,PRD-006784,P0179,84
CMP-0030514,PRD-006784,P0205,63
CMP-0030515,PRD-006784,P0182,42
CMP-0030516,PRD-006785,P0300,32
CMP-0030517,PRD-006785,P0016,16
CMP-0030518,PRD-006785,P0234,16
CMP-0030519,PRD-006785,P0131,16
CMP-0030520,PRD-006785,P0243,24
CMP-0030521,PRD-006785,P0044,16
CMP-0030522,PRD-006786,P0100,6
CMP-0030523,PRD-006786,P0142,24
CMP-0030524,PRD-006786,P0183,18
CMP-0030525,PRD-006786,P0159,6
CMP-0030526,PRD-006787,P0217,18
CMP-0030527,PRD-006787,P0034,72
CMP-0030528,PRD-006787,P0031,54
CMP-0030529,PRD-006787,P0234,72
CMP-0030530,PRD-006788,P0063,66
CMP-0030531,PRD-006788,P0201,66
CMP-0030532,PRD-006788,P0189,66
CMP-0030533,PRD-006788,P0061,44
CMP-0030534,PRD-006788,P0071,88
CMP-0030535,PRD-006789,P0098,20
CMP-0030536,PRD-006789,P0056,10
CMP-0030537,PRD-006789,P0118,15
CMP-0030538,PRD-006789,P0148,10
CMP-0030539,PRD-006790,P0054,62
CMP-0030540,PRD-006790,P0274,31
CMP-0030541,PRD-006790,P0195,62
CMP-0030542,PRD-006790,P0184,93
CMP-0030543,PRD-006790,P0263,31
CMP-0030544,PRD-006790,P0060,62
CMP-0030545,PRD-006791,P0137,18
CMP-0030546,PRD-006791,P0191,18
CMP-0030547,PRD-006791,P0154,27
CMP-0030548,PRD-006791,P0148,9
CMP-0030549,PRD-006791,P0133,9
CMP-0030550,PRD-006792,P0104,116
CMP-0030551,PRD-006792,P0204,58
CMP-0030552,PRD-006792,P0192,116
CMP-0030553,PRD-006793,P0184,17
CMP-0030554,PRD-006793,P0241,17
CMP-0030555,PRD-006793,P0130,17
CMP-0030556,PRD-006793,P0176,68
CMP-0030557,PRD-006793,P0097,51
CMP-0030558,PRD-006793,P0095,34
CMP-0030559,PRD-006794,P0275,80
CMP-0030560,PRD-006794,P0147,20
CMP-0030561,PRD-006794,P0174,20
CMP-0030562,PRD-006794,P0196,60
CMP-0030563,PRD-006795,P0179,56
CMP-0030564,PRD-006795,P0166,112
CMP-0030565,PRD-006795,P0069,84
CMP-0030566,PRD-006795,P0145,84
CMP-0030567,PRD-006796,P0234,8
CMP-0030568,PRD-006796,P0134,6
CMP-0030569,PRD-006796,P0244,8
CMP-0030570,PRD-006796,P0225,2
CMP-0030571,PRD-006796,P0192,8
CMP-0030572,PRD-006797,P0176,22
CMP-0030573,PRD-006797,P0096,44
CMP-0030574,PRD-006797,P0127,44
CMP-0030575,PRD-006798,P0252,21
CMP-0030576,PRD-006798,P0130,42
CMP-0030577,PRD-006798,P0043,42
CMP-0030578,PRD-006798,P0013,63
CMP-0030579,PRD-006798,P0033,63
CMP-0030580,PRD-006798,P0230,84
CMP-0030581,PRD-006799,P0287,12
CMP-0030582,PRD-006799,P0097,24
CMP-0030583,PRD-006799,P0130,6
CMP-0030584,PRD-006800,P0103,52
CMP-0030585,PRD-006800,P0125,26
CMP-0030586,PRD-006800,P0113,13
CMP-0030587,PRD-006800,P0042,13
CMP-0030588,PRD-006800,P0009,26
CMP-0030589,PRD-006801,P0012,6
CMP-0030590,PRD-006801,P0124,8
CMP-0030591,PRD-006801,P0295,4
CMP-0030592,PRD-006801,P0018,2
CMP-0030593,PRD-006801,P0020,8
CMP-0030594,PRD-006801,P0301,2
CMP-0030595,PRD-006802,P0139,88
CMP-0030596,PRD-006802,P0155,44
CMP-0030597,PRD-006802,P0150,22
CMP-0030598,PRD-006803,P0207,18
CMP-0030599,PRD-006803,P0194,36
CMP-0030600,PRD-006803,P0189,18
CMP-0030601,PRD-006804,P0104,87
CMP-0030602,PRD-006804,P0165,29
CMP-0030603,PRD-006804,P0177,29
CMP-0030604,PRD-006804,P0199,58
CMP-0030605,PRD-006804,P0148,116
CMP-0030606,PRD-006805,P0235,50
CMP-0030607,PRD-006805,P0238,100
CMP-0030608,PRD-006805,P0121,75
CMP-0030609,PRD-006805,P0219,100
CMP-0030610,PRD-006805,P0109,75
CMP-0030611,PRD-006805,P0102,100
CMP-0030612,PRD-006806,P0179,16
CMP-0030613,PRD-006806,P0207,16
CMP-0030614,PRD-006806,P0187,4
CMP-0030615,PRD-006806,P0163,12
CMP-0030616,PRD-006806,P0144,8
CMP-0030617,PRD-006806,P0146,16
CMP-0030618,PRD-006807,P0196,8
CMP-0030619,PRD-006807,P0150,12
CMP-0030620,PRD-006807,P0082,12
CMP-0030621,PRD-006807,P0074,4
CMP-0030622,PRD-006808,P0123,20
CMP-0030623,PRD-006808,P0132,40
CMP-0030624,PRD-006808,P0204,20
CMP-0030625,PRD-006808,P0098,60
CMP-0030626,PRD-006809,P0120,64
CMP-0030627,PRD-006809,P0111,128
CMP-0030628,PRD-006809,P0128,64
CMP-0030629,PRD-006809,P0100,32
CMP-0030630,PRD-006810,P0259,2
CMP-0030631,PRD-006810,P0193,2
CMP-0030632,PRD-006810,P0184,4
CMP-0030633,PRD-006811,P0066,28
CMP-0030634,PRD-006811,P0079,28
CMP-0030635,PRD-006811,P0192,28
CMP-0030636,PRD-006812,P0126,57
CMP-0030637,PRD-006812,P0308,19
CMP-0030638,PRD-006812,P0002,38
CMP-0030639,PRD-006812,P0116,57
CMP-0030640,PRD-006812,P0299,76
CMP-0030641,PRD-006813,P0186,36
CMP-0030642,PRD-006813,P0058,12
CMP-0030643,PRD-006813,P0264,36
CMP-0030644,PRD-006813,P0214,12
CMP-0030645,PRD-006814,P0189,4
CMP-0030646,PRD-006814,P0220,4
CMP-0030647,PRD-006814,P0213,8
CMP-0030648,PRD-006815,P0262,3
CMP-0030649,PRD-006815,P0273,3
CMP-0030650,PRD-006815,P0188,3
CMP-0030651,PRD-006816,P0081,60
CMP-0030652,PRD-006816,P0154,30
CMP-0030653,PRD-006816,P0092,60
CMP-0030654,PRD-006817,P0249,20
CMP-0030655,PRD-006817,P0050,20
CMP-0030656,PRD-006817,P0128,60
CMP-0030657,PRD-006818,P0207,23
CMP-0030658,PRD-006818,P0168,23
CMP-0030659,PRD-006818,P0200,92
CMP-0030660,PRD-006819,P0063,20
CMP-0030661,PRD-006819,P0171,40
CMP-0030662,PRD-006819,P0082,80
CMP-0030663,PRD-006820,P0185,10
CMP-0030664,PRD-006820,P0212,30
CMP-0030665,PRD-006820,P0249,10
CMP-0030666,PRD-006820,P0135,10
CMP-0030667,PRD-006820,P0102,40
CMP-0030668,PRD-006821,P0296,46
CMP-0030669,PRD-006821,P0100,92
CMP-0030670,PRD-006821,P0050,46
CMP-0030671,PRD-006821,P0114,69
CMP-0030672,PRD-006822,P0128,22
CMP-0030673,PRD-006822,P0186,11
CMP-0030674,PRD-006822,P0129,11
CMP-0030675,PRD-006823,P0148,4
CMP-0030676,PRD-006823,P0197,4
CMP-0030677,PRD-006823,P0207,8
CMP-0030678,PRD-006823,P0154,8
CMP-0030679,PRD-006823,P0216,16
CMP-0030680,PRD-006824,P0126,27
CMP-0030681,PRD-006824,P0197,18
CMP-0030682,PRD-006824,P0152,36
CMP-0030683,PRD-006824,P0128,36
CMP-0030684,PRD-006825,P0196,120
CMP-0030685,PRD-006825,P0208,40
CMP-0030686,PRD-006825,P0267,120
CMP-0030687,PRD-006825,P0284,40
CMP-0030688,PRD-006825,P0184,80
CMP-0030689,PRD-006826,P0050,12
CMP-0030690,PRD-006826,P0028,6
