snapshot_date,part_id,warehouse,stock_level,reorder_point,unit_cost,inventory_value,below_reorder
2023-07-29,P0141,WH-Seattle-WA,182,92,539.01,98099.82,False
2023-07-29,P0286,WH-Chicago-IL,27,87,116.67,3150.09,True
2023-07-29,P0040,WH-Seattle-WA,362,145,345.48,125063.76,False
2023-07-29,P0155,WH-FortWorth-TX,15,151,506.33,7594.95,True
2023-07-29,P0068,WH-FortWorth-TX,229,119,203.64,46633.56,False
2023-07-29,P0051,WH-Chicago-IL,25,49,261.51,6537.75,True
2023-07-29,P0055,WH-Erie-PA,271,97,350.39,94955.69,False
2023-07-29,P0128,WH-Seattle-WA,8,36,127.95,1023.6,True
2023-07-29,P0140,WH-FortWorth-TX,763,213,862.98,658453.74,False
2023-07-29,P0257,WH-Seattle-WA,259,195,883.12,228728.08,False
2023-07-29,P0116,WH-Seattle-WA,246,70,750.05,184512.3,False
2023-07-29,P0121,WH-FortWorth-TX,536,168,71.84,38506.24,False
2023-07-29,P0308,WH-Chicago-IL,524,132,108.69,56953.56,False
2023-07-29,P0142,WH-Erie-PA,613,183,698.65,428272.45,False
2023-07-29,P0197,WH-Seattle-WA,348,142,501.06,174368.88,False
2023-07-29,P0050,WH-Seattle-WA,182,65,184.56,33589.92,False
2023-07-29,P0037,WH-Erie-PA,203,170,126.3,25638.9,False
2023-07-29,P0067,WH-Seattle-WA,136,55,564.73,76803.28,False
2023-07-29,P0273,WH-Seattle-WA,465,170,258.39,120151.35,False
2023-07-29,P0283,WH-FortWorth-TX,121,103,825.52,99887.92,False
2023-07-29,P0038,WH-Chicago-IL,320,84,481.99,154236.8,False
2023-07-29,P0291,WH-FortWorth-TX,136,192,369.69,50277.84,True
2023-07-29,P0202,WH-Erie-PA,367,153,639.29,234619.43,False
2023-07-29,P0160,WH-Seattle-WA,69,60,121.78,8402.82,False
2023-07-29,P0039,WH-Seattle-WA,301,109,660.99,198957.99,False
2023-07-29,P0096,WH-Seattle-WA,563,201,651.7,366907.1,False
2023-07-29,P0002,WH-Seattle-WA,184,169,666.78,122687.52,False
2023-07-29,P0030,WH-Seattle-WA,158,57,689.34,108915.72,False
2023-07-29,P0001,WH-FortWorth-TX,277,92,113.53,31447.81,False
2023-07-29,P0100,WH-FortWorth-TX,404,127,127.65,51570.6,False
2023-07-29,P0111,WH-Chicago-IL,73,57,679.6,49610.8,False
2023-07-29,P0280,WH-Chicago-IL,124,54,751.12,93138.88,False
2023-07-29,P0292,WH-FortWorth-TX,456,146,484.48,220922.88,False
2023-07-29,P0021,WH-FortWorth-TX,624,173,249.42,155638.08,False
2023-07-29,P0208,WH-Seattle-WA,3,146,503.45,1510.35,True
2023-07-29,P0024,WH-Seattle-WA,182,69,683.87,124464.34,False
2023-07-29,P0272,WH-FortWorth-TX,218,67,810.85,176765.3,False
2023-07-29,P0244,WH-Seattle-WA,77,246,611.85,47112.45,True
2023-07-29,P0171,WH-FortWorth-TX,679,182,508.89,345536.31,False
2023-07-29,P0090,WH-Chicago-IL,642,245,582.71,374099.82,False
2023-07-29,P0113,WH-Seattle-WA,400,146,235.54,94216.0,False
2023-07-29,P0117,WH-Chicago-IL,386,100,680.32,262603.52,False
2023-07-29,P0060,WH-FortWorth-TX,21,247,65.34,1372.14,True
2023-07-29,P0157,WH-Chicago-IL,659,199,372.89,245734.51,False
2023-07-29,P0069,WH-Seattle-WA,225,142,231.19,52017.75,False
2023-07-29,P0295,WH-Chicago-IL,130,199,611.46,79489.8,True
2023-07-29,P0028,WH-Erie-PA,501,141,582.25,291707.25,False
2023-07-29,P0260,WH-Chicago-IL,115,62,711.31,81800.65,False
2023-07-29,P0058,WH-Chicago-IL,93,110,666.13,61950.09,True
2023-07-29,P0145,WH-FortWorth-TX,119,122,448.83,53410.77,True
2023-07-29,P0207,WH-Erie-PA,545,153,780.76,425514.2,False
2023-07-29,P0199,WH-FortWorth-TX,383,171,155.16,59426.28,False
2023-07-29,P0167,WH-Chicago-IL,305,77,430.42,131278.1,False
2023-07-29,P0151,WH-Erie-PA,214,113,312.71,66919.94,False
2023-07-29,P0268,WH-FortWorth-TX,32,86,540.39,17292.48,True
2023-07-29,P0045,WH-FortWorth-TX,36,176,132.1,4755.6,True
2023-08-05,P0305,WH-Erie-PA,331,136,522.46,172934.26,False
2023-08-05,P0263,WH-Chicago-IL,192,63,774.69,148740.48,False
2023-08-05,P0300,WH-Chicago-IL,174,104,694.1,120773.4,False
2023-08-05,P0266,WH-FortWorth-TX,864,219,169.21,146197.44,False
2023-08-05,P0173,WH-Erie-PA,60,175,535.84,32150.4,True
2023-08-05,P0236,WH-Erie-PA,173,198,614.82,106363.86,True
2023-08-05,P0184,WH-Chicago-IL,446,156,849.27,378774.42,False
2023-08-05,P0193,WH-Seattle-WA,353,112,417.52,147384.56,False
2023-08-05,P0065,WH-FortWorth-TX,450,201,226.24,101808.0,False
2023-08-05,P0306,WH-Erie-PA,182,73,373.45,67967.9,False
2023-08-05,P0075,WH-Seattle-WA,124,43,237.24,29417.76,False
2023-08-05,P0247,WH-FortWorth-TX,421,125,352.21,148280.41,False
2023-08-05,P0072,WH-Erie-PA,218,59,845.95,184417.1,False
2023-08-05,P0063,WH-Seattle-WA,234,179,563.15,131777.1,False
2023-08-05,P0036,WH-Seattle-WA,524,224,445.1,233232.4,False
2023-08-05,P0119,WH-Seattle-WA,161,168,222.53,35827.33,True
2023-08-05,P0033,WH-FortWorth-TX,128,34,15.51,1985.28,False
2023-08-05,P0134,WH-FortWorth-TX,43,40,75.73,3256.39,False
2023-08-05,P0156,WH-FortWorth-TX,183,53,449.38,82236.54,False
2023-08-05,P0270,WH-Seattle-WA,17,45,420.37,7146.29,True
2023-08-05,P0023,WH-Seattle-WA,436,160,209.1,91167.6,False
2023-08-05,P0138,WH-FortWorth-TX,222,71,650.75,144466.5,False
2023-08-05,P0086,WH-Chicago-IL,150,39,635.63,95344.5,False
2023-08-05,P0206,WH-Seattle-WA,93,178,657.56,61153.08,True
2023-08-05,P0141,WH-FortWorth-TX,134,92,539.01,72227.34,False
2023-08-05,P0286,WH-FortWorth-TX,84,87,116.67,9800.28,True
2023-08-05,P0040,WH-FortWorth-TX,18,145,345.48,6218.64,True
2023-08-05,P0155,WH-Chicago-IL,279,151,506.33,141266.07,False
2023-08-05,P0068,WH-FortWorth-TX,222,119,203.64,45208.08,False
2023-08-05,P0051,WH-Seattle-WA,40,49,261.51,10460.4,True
2023-08-05,P0055,WH-FortWorth-TX,97,97,350.39,33987.83,False
2023-08-05,P0128,WH-FortWorth-TX,104,36,127.95,13306.8,False
2023-08-05,P0140,WH-Seattle-WA,793,213,862.98,684343.14,False
2023-08-05,P0257,WH-Erie-PA,608,195,883.12,536936.96,False
2023-08-05,P0116,WH-Chicago-IL,182,70,750.05,136509.1,False
2023-08-05,P0121,WH-Chicago-IL,305,168,71.84,21911.2,False
2023-08-05,P0308,WH-Seattle-WA,13,132,108.69,1412.97,True
2023-08-05,P0142,WH-Chicago-IL,494,183,698.65,345133.1,False
2023-08-05,P0197,WH-Erie-PA,101,142,501.06,50607.06,True
2023-08-05,P0050,WH-FortWorth-TX,215,65,184.56,39680.4,False
2023-08-05,P0037,WH-Chicago-IL,37,170,126.3,4673.1,True
2023-08-05,P0067,WH-Seattle-WA,163,55,564.73,92050.99,False
2023-08-05,P0273,WH-FortWorth-TX,659,170,258.39,170279.01,False
2023-08-05,P0283,WH-Seattle-WA,158,103,825.52,130432.16,False
2023-08-05,P0038,WH-Erie-PA,167,84,481.99,80492.33,False
2023-08-05,P0291,WH-Seattle-WA,51,192,369.69,18854.19,True
2023-08-05,P0202,WH-Erie-PA,89,153,639.29,56896.81,True
2023-08-05,P0160,WH-Chicago-IL,44,60,121.78,5358.32,True
2023-08-05,P0039,WH-Erie-PA,181,109,660.99,119639.19,False
2023-08-05,P0096,WH-Erie-PA,150,201,651.7,97755.0,True
2023-08-05,P0002,WH-Chicago-IL,267,169,666.78,178030.26,False
2023-08-05,P0030,WH-Chicago-IL,109,57,689.34,75138.06,False
2023-08-05,P0001,WH-Erie-PA,328,92,113.53,37237.84,False
2023-08-05,P0100,WH-Chicago-IL,29,127,127.65,3701.85,True
2023-08-05,P0111,WH-Erie-PA,196,57,679.6,133201.6,False
2023-08-05,P0280,WH-Erie-PA,120,54,751.12,90134.4,False
2023-08-05,P0292,WH-Erie-PA,131,146,484.48,63466.88,True
2023-08-05,P0021,WH-FortWorth-TX,173,173,249.42,43149.66,False
2023-08-05,P0208,WH-FortWorth-TX,320,146,503.45,161104.0,False
2023-08-05,P0024,WH-FortWorth-TX,152,69,683.87,103948.24,False
2023-08-05,P0272,WH-FortWorth-TX,106,67,810.85,85950.1,False
2023-08-05,P0244,WH-FortWorth-TX,495,246,611.85,302865.75,False
2023-08-05,P0171,WH-Seattle-WA,25,182,508.89,12722.25,True
2023-08-05,P0090,WH-Chicago-IL,162,245,582.71,94399.02,True
2023-08-05,P0113,WH-Seattle-WA,103,146,235.54,24260.62,True
2023-08-05,P0117,WH-FortWorth-TX,127,100,680.32,86400.64,False
2023-08-05,P0060,WH-Erie-PA,617,247,65.34,40314.78,False
2023-08-05,P0157,WH-FortWorth-TX,167,199,372.89,62272.63,True
2023-08-05,P0069,WH-Chicago-IL,561,142,231.19,129697.59,False
2023-08-05,P0295,WH-Erie-PA,555,199,611.46,339360.3,False
2023-08-05,P0028,WH-Erie-PA,382,141,582.25,222419.5,False
2023-08-05,P0260,WH-Erie-PA,32,62,711.31,22761.92,True
2023-08-05,P0058,WH-Erie-PA,289,110,666.13,192511.57,False
2023-08-05,P0145,WH-Erie-PA,185,122,448.83,83033.55,False
2023-08-05,P0207,WH-Seattle-WA,343,153,780.76,267800.68,False
2023-08-05,P0199,WH-Erie-PA,28,171,155.16,4344.48,True
2023-08-05,P0167,WH-FortWorth-TX,178,77,430.42,76614.76,False
2023-08-05,P0151,WH-Seattle-WA,168,113,312.71,52535.28,False
2023-08-05,P0268,WH-Chicago-IL,193,86,540.39,104295.27,False
2023-08-05,P0045,WH-Chicago-IL,250,176,132.1,33025.0,False
2023-08-12,P0305,WH-Erie-PA,443,136,522.46,231449.78,False
2023-08-12,P0263,WH-Erie-PA,191,63,774.69,147965.79,False
2023-08-12,P0300,WH-Erie-PA,220,104,694.1,152702.0,False
2023-08-12,P0266,WH-Seattle-WA,685,219,169.21,115908.85,False
2023-08-12,P0173,WH-FortWorth-TX,193,175,535.84,103417.12,False
2023-08-12,P0236,WH-Seattle-WA,45,198,614.82,27666.9,True
2023-08-12,P0184,WH-Erie-PA,156,156,849.27,132486.12,False
2023-08-12,P0193,WH-Seattle-WA,209,112,417.52,87261.68,False
2023-08-12,P0065,WH-Seattle-WA,12,201,226.24,2714.88,True
2023-08-12,P0306,WH-Chicago-IL,180,73,373.45,67221.0,False
2023-08-12,P0075,WH-FortWorth-TX,16,43,237.24,3795.84,True
2023-08-12,P0247,WH-FortWorth-TX,360,125,352.21,126795.6,False
2023-08-12,P0072,WH-FortWorth-TX,232,59,845.95,196260.4,False
2023-08-12,P0063,WH-FortWorth-TX,15,179,563.15,8447.25,True
2023-08-12,P0036,WH-Chicago-IL,608,224,445.1,270620.8,False
2023-08-12,P0119,WH-Erie-PA,441,168,222.53,98135.73,False
2023-08-12,P0033,WH-Seattle-WA,112,34,15.51,1737.12,False
2023-08-12,P0134,WH-Chicago-IL,50,40,75.73,3786.5,False
2023-08-12,P0156,WH-Chicago-IL,205,53,449.38,92122.9,False
2023-08-12,P0270,WH-Chicago-IL,154,45,420.37,64736.98,False
2023-08-12,P0023,WH-Seattle-WA,334,160,209.1,69839.4,False
2023-08-12,P0138,WH-Erie-PA,77,71,650.75,50107.75,False
2023-08-12,P0086,WH-Erie-PA,17,39,635.63,10805.71,True
2023-08-12,P0206,WH-Erie-PA,203,178,657.56,133484.68,False
2023-08-12,P0141,WH-FortWorth-TX,169,92,539.01,91092.69,False
2023-08-12,P0286,WH-Chicago-IL,323,87,116.67,37684.41,False
2023-08-12,P0040,WH-Erie-PA,293,145,345.48,101225.64,False
2023-08-12,P0155,WH-Seattle-WA,467,151,506.33,236456.11,False
2023-08-12,P0068,WH-Seattle-WA,145,119,203.64,29527.8,False
2023-08-12,P0051,WH-FortWorth-TX,142,49,261.51,37134.42,False
2023-08-12,P0055,WH-FortWorth-TX,194,97,350.39,67975.66,False
2023-08-12,P0128,WH-Erie-PA,138,36,127.95,17657.1,False
2023-08-12,P0140,WH-Erie-PA,680,213,862.98,586826.4,False
2023-08-12,P0257,WH-Chicago-IL,642,195,883.12,566963.04,False
2023-08-12,P0116,WH-Seattle-WA,171,70,750.05,128258.55,False
2023-08-12,P0121,WH-Seattle-WA,257,168,71.84,18462.88,False
2023-08-12,P0308,WH-Chicago-IL,88,132,108.69,9564.72,True
2023-08-12,P0142,WH-Seattle-WA,670,183,698.65,468095.5,False
2023-08-12,P0197,WH-Chicago-IL,328,142,501.06,164347.68,False
2023-08-12,P0050,WH-Chicago-IL,134,65,184.56,24731.04,False
2023-08-12,P0037,WH-FortWorth-TX,614,170,126.3,77548.2,False
2023-08-12,P0067,WH-Seattle-WA,161,55,564.73,90921.53,False
2023-08-12,P0273,WH-FortWorth-TX,522,170,258.39,134879.58,False
2023-08-12,P0283,WH-Erie-PA,310,103,825.52,255911.2,False
2023-08-12,P0038,WH-Seattle-WA,265,84,481.99,127727.35,False
2023-08-12,P0291,WH-Chicago-IL,296,192,369.69,109428.24,False
2023-08-12,P0202,WH-Erie-PA,55,153,639.29,35160.95,True
2023-08-12,P0160,WH-FortWorth-TX,157,60,121.78,19119.46,False
2023-08-12,P0039,WH-Seattle-WA,192,109,660.99,126910.08,False
2023-08-12,P0096,WH-FortWorth-TX,123,201,651.7,80159.1,True
2023-08-12,P0002,WH-Seattle-WA,55,169,666.78,36672.9,True
2023-08-12,P0030,WH-Seattle-WA,29,57,689.34,19990.86,True
2023-08-12,P0001,WH-Erie-PA,346,92,113.53,39281.38,False
2023-08-12,P0100,WH-FortWorth-TX,160,127,127.65,20424.0,False
2023-08-12,P0111,WH-Seattle-WA,63,57,679.6,42814.8,False
2023-08-12,P0280,WH-Chicago-IL,104,54,751.12,78116.48,False
2023-08-12,P0292,WH-Seattle-WA,227,146,484.48,109976.96,False
2023-08-12,P0021,WH-Chicago-IL,141,173,249.42,35168.22,True
2023-08-12,P0208,WH-Chicago-IL,573,146,503.45,288476.85,False
2023-08-12,P0024,WH-FortWorth-TX,27,69,683.87,18464.49,True
2023-08-12,P0272,WH-Chicago-IL,97,67,810.85,78652.45,False
2023-08-12,P0244,WH-FortWorth-TX,8,246,611.85,4894.8,True
2023-08-12,P0171,WH-FortWorth-TX,249,182,508.89,126713.61,False
2023-08-12,P0090,WH-FortWorth-TX,762,245,582.71,444025.02,False
2023-08-12,P0113,WH-FortWorth-TX,259,146,235.54,61004.86,False
2023-08-12,P0117,WH-Chicago-IL,254,100,680.32,172801.28,False
2023-08-12,P0060,WH-Seattle-WA,287,247,65.34,18752.58,False
2023-08-12,P0157,WH-FortWorth-TX,92,199,372.89,34305.88,True
2023-08-12,P0069,WH-Seattle-WA,370,142,231.19,85540.3,False
2023-08-12,P0295,WH-Chicago-IL,633,199,611.46,387054.18,False
2023-08-12,P0028,WH-FortWorth-TX,218,141,582.25,126930.5,False
2023-08-12,P0260,WH-Erie-PA,86,62,711.31,61172.66,False
2023-08-12,P0058,WH-Erie-PA,255,110,666.13,169863.15,False
2023-08-12,P0145,WH-Seattle-WA,284,122,448.83,127467.72,False
2023-08-12,P0207,WH-Chicago-IL,379,153,780.76,295908.04,False
2023-08-12,P0199,WH-Chicago-IL,301,171,155.16,46703.16,False
2023-08-12,P0167,WH-Erie-PA,101,77,430.42,43472.42,False
2023-08-12,P0151,WH-FortWorth-TX,131,113,312.71,40965.01,False
2023-08-12,P0268,WH-Erie-PA,72,86,540.39,38908.08,True
2023-08-12,P0045,WH-Seattle-WA,327,176,132.1,43196.7,False
2023-08-19,P0305,WH-Seattle-WA,413,136,522.46,215775.98,False
2023-08-19,P0263,WH-Seattle-WA,158,63,774.69,122401.02,False
2023-08-19,P0300,WH-Erie-PA,183,104,694.1,127020.3,False
2023-08-19,P0266,WH-FortWorth-TX,105,219,169.21,17767.05,True
2023-08-19,P0173,WH-Erie-PA,105,175,535.84,56263.2,True
2023-08-19,P0236,WH-Erie-PA,207,198,614.82,127267.74,False
2023-08-19,P0184,WH-Seattle-WA,382,156,849.27,324421.14,False
2023-08-19,P0193,WH-Erie-PA,105,112,417.52,43839.6,True
2023-08-19,P0065,WH-Erie-PA,363,201,226.24,82125.12,False
2023-08-19,P0306,WH-Erie-PA,31,73,373.45,11576.95,True
2023-08-19,P0075,WH-Chicago-IL,78,43,237.24,18504.72,False
2023-08-19,P0247,WH-Chicago-IL,67,125,352.21,23598.07,True
2023-08-19,P0072,WH-Seattle-WA,95,59,845.95,80365.25,False
2023-08-19,P0063,WH-Chicago-IL,155,179,563.15,87288.25,True
2023-08-19,P0036,WH-Erie-PA,657,224,445.1,292430.7,False
2023-08-19,P0119,WH-FortWorth-TX,373,168,222.53,83003.69,False
2023-08-19,P0033,WH-Erie-PA,121,34,15.51,1876.71,False
2023-08-19,P0134,WH-Chicago-IL,47,40,75.73,3559.31,False
2023-08-19,P0156,WH-Seattle-WA,200,53,449.38,89876.0,False
2023-08-19,P0270,WH-Seattle-WA,35,45,420.37,14712.95,True
2023-08-19,P0023,WH-Erie-PA,534,160,209.1,111659.4,False
2023-08-19,P0138,WH-Erie-PA,159,71,650.75,103469.25,False
2023-08-19,P0086,WH-Erie-PA,5,39,635.63,3178.15,True
2023-08-19,P0206,WH-Seattle-WA,89,178,657.56,58522.84,True
2023-08-19,P0141,WH-FortWorth-TX,184,92,539.01,99177.84,False
2023-08-19,P0286,WH-Seattle-WA,57,87,116.67,6650.19,True
2023-08-19,P0040,WH-Chicago-IL,43,145,345.48,14855.64,True
2023-08-19,P0155,WH-Chicago-IL,9,151,506.33,4556.97,True
2023-08-19,P0068,WH-Chicago-IL,452,119,203.64,92045.28,False
2023-08-19,P0051,WH-Seattle-WA,29,49,261.51,7583.79,True
2023-08-19,P0055,WH-Erie-PA,384,97,350.39,134549.76,False
2023-08-19,P0128,WH-FortWorth-TX,1,36,127.95,127.95,True
2023-08-19,P0140,WH-FortWorth-TX,362,213,862.98,312398.76,False
2023-08-19,P0257,WH-FortWorth-TX,644,195,883.12,568729.28,False
2023-08-19,P0116,WH-FortWorth-TX,269,70,750.05,201763.45,False
2023-08-19,P0121,WH-Seattle-WA,371,168,71.84,26652.64,False
2023-08-19,P0308,WH-Erie-PA,183,132,108.69,19890.27,False
2023-08-19,P0142,WH-Erie-PA,719,183,698.65,502329.35,False
2023-08-19,P0197,WH-Seattle-WA,423,142,501.06,211948.38,False
2023-08-19,P0050,WH-Erie-PA,65,65,184.56,11996.4,False
2023-08-19,P0037,WH-Seattle-WA,376,170,126.3,47488.8,False
2023-08-19,P0067,WH-FortWorth-TX,96,55,564.73,54214.08,False
2023-08-19,P0273,WH-Seattle-WA,527,170,258.39,136171.53,False
2023-08-19,P0283,WH-Seattle-WA,40,103,825.52,33020.8,True
2023-08-19,P0038,WH-FortWorth-TX,24,84,481.99,11567.76,True
2023-08-19,P0291,WH-FortWorth-TX,669,192,369.69,247322.61,False
2023-08-19,P0202,WH-Seattle-WA,588,153,639.29,375902.52,False
2023-08-19,P0160,WH-Erie-PA,148,60,121.78,18023.44,False
2023-08-19,P0039,WH-Chicago-IL,103,109,660.99,68081.97,True
2023-08-19,P0096,WH-Chicago-IL,259,201,651.7,168790.3,False
2023-08-19,P0002,WH-Erie-PA,486,169,666.78,324055.08,False
2023-08-19,P0030,WH-Seattle-WA,94,57,689.34,64797.96,False
2023-08-19,P0001,WH-Chicago-IL,228,92,113.53,25884.84,False
2023-08-19,P0100,WH-FortWorth-TX,250,127,127.65,31912.5,False
2023-08-19,P0111,WH-FortWorth-TX,222,57,679.6,150871.2,False
2023-08-19,P0280,WH-FortWorth-TX,207,54,751.12,155481.84,False
2023-08-19,P0292,WH-Seattle-WA,397,146,484.48,192338.56,False
2023-08-19,P0021,WH-Erie-PA,68,173,249.42,16960.56,True
2023-08-19,P0208,WH-Seattle-WA,440,146,503.45,221518.0,False
2023-08-19,P0024,WH-Erie-PA,17,69,683.87,11625.79,True
2023-08-19,P0272,WH-FortWorth-TX,82,67,810.85,66489.7,False
2023-08-19,P0244,WH-Seattle-WA,417,246,611.85,255141.45,False
2023-08-19,P0171,WH-FortWorth-TX,472,182,508.89,240196.08,False
2023-08-19,P0090,WH-FortWorth-TX,601,245,582.71,350208.71,False
2023-08-19,P0113,WH-Seattle-WA,165,146,235.54,38864.1,False
2023-08-19,P0117,WH-Chicago-IL,132,100,680.32,89802.24,False
2023-08-19,P0060,WH-Erie-PA,959,247,65.34,62661.06,False
2023-08-19,P0157,WH-FortWorth-TX,185,199,372.89,68984.65,True
2023-08-19,P0069,WH-Seattle-WA,402,142,231.19,92938.38,False
2023-08-19,P0295,WH-Chicago-IL,673,199,611.46,411512.58,False
2023-08-19,P0028,WH-Chicago-IL,536,141,582.25,312086.0,False
2023-08-19,P0260,WH-Chicago-IL,26,62,711.31,18494.06,True
2023-08-19,P0058,WH-FortWorth-TX,105,110,666.13,69943.65,True
2023-08-19,P0145,WH-Chicago-IL,189,122,448.83,84828.87,False
2023-08-19,P0207,WH-FortWorth-TX,128,153,780.76,99937.28,True
2023-08-19,P0199,WH-Erie-PA,195,171,155.16,30256.2,False
2023-08-19,P0167,WH-Erie-PA,18,77,430.42,7747.56,True
2023-08-19,P0151,WH-Seattle-WA,121,113,312.71,37837.91,False
2023-08-19,P0268,WH-Erie-PA,62,86,540.39,33504.18,True
2023-08-19,P0045,WH-Chicago-IL,423,176,132.1,55878.3,False
2023-08-26,P0305,WH-FortWorth-TX,496,136,522.46,259140.16,False
2023-08-26,P0263,WH-FortWorth-TX,207,63,774.69,160360.83,False
2023-08-26,P0300,WH-Erie-PA,235,104,694.1,163113.5,False
2023-08-26,P0266,WH-FortWorth-TX,768,219,169.21,129953.28,False
2023-08-26,P0173,WH-Chicago-IL,505,175,535.84,270599.2,False
2023-08-26,P0236,WH-Erie-PA,338,198,614.82,207809.16,False
2023-08-26,P0184,WH-FortWorth-TX,174,156,849.27,147772.98,False
2023-08-26,P0193,WH-FortWorth-TX,281,112,417.52,117323.12,False
2023-08-26,P0065,WH-FortWorth-TX,472,201,226.24,106785.28,False
2023-08-26,P0306,WH-Erie-PA,163,73,373.45,60872.35,False
2023-08-26,P0075,WH-Chicago-IL,135,43,237.24,32027.4,False
2023-08-26,P0247,WH-Erie-PA,329,125,352.21,115877.09,False
2023-08-26,P0072,WH-Chicago-IL,219,59,845.95,185263.05,False
2023-08-26,P0063,WH-Seattle-WA,14,179,563.15,7884.1,True
2023-08-26,P0036,WH-FortWorth-TX,271,224,445.1,120622.1,False
2023-08-26,P0119,WH-FortWorth-TX,547,168,222.53,121723.91,False
2023-08-26,P0033,WH-Erie-PA,110,34,15.51,1706.1,False
2023-08-26,P0134,WH-Erie-PA,111,40,75.73,8406.03,False
2023-08-26,P0156,WH-Seattle-WA,163,53,449.38,73248.94,False
2023-08-26,P0270,WH-Seattle-WA,98,45,420.37,41196.26,False
2023-08-26,P0023,WH-Chicago-IL,172,160,209.1,35965.2,False
2023-08-26,P0138,WH-FortWorth-TX,263,71,650.75,171147.25,False
2023-08-26,P0086,WH-FortWorth-TX,145,39,635.63,92166.35,False
2023-08-26,P0206,WH-FortWorth-TX,330,178,657.56,216994.8,False
2023-08-26,P0141,WH-Chicago-IL,332,92,539.01,178951.32,False
2023-08-26,P0286,WH-Chicago-IL,57,87,116.67,6650.19,True
2023-08-26,P0040,WH-FortWorth-TX,546,145,345.48,188632.08,False
2023-08-26,P0155,WH-Erie-PA,68,151,506.33,34430.44,True
2023-08-26,P0068,WH-Erie-PA,117,119,203.64,23825.88,True
2023-08-26,P0051,WH-Chicago-IL,43,49,261.51,11244.93,True
2023-08-26,P0055,WH-Erie-PA,123,97,350.39,43097.97,False
2023-08-26,P0128,WH-Seattle-WA,64,36,127.95,8188.8,False
2023-08-26,P0140,WH-Chicago-IL,285,213,862.98,245949.3,False
2023-08-26,P0257,WH-FortWorth-TX,321,195,883.12,283481.52,False
2023-08-26,P0116,WH-FortWorth-TX,252,70,750.05,189012.6,False
2023-08-26,P0121,WH-Chicago-IL,573,168,71.84,41164.32,False
2023-08-26,P0308,WH-Erie-PA,388,132,108.69,42171.72,False
2023-08-26,P0142,WH-Seattle-WA,373,183,698.65,260596.45,False
2023-08-26,P0197,WH-Seattle-WA,68,142,501.06,34072.08,True
2023-08-26,P0050,WH-Chicago-IL,247,65,184.56,45586.32,False
2023-08-26,P0037,WH-Chicago-IL,228,170,126.3,28796.4,False
2023-08-26,P0067,WH-Seattle-WA,162,55,564.73,91486.26,False
2023-08-26,P0273,WH-Seattle-WA,302,170,258.39,78033.78,False
2023-08-26,P0283,WH-Chicago-IL,370,103,825.52,305442.4,False
2023-08-26,P0038,WH-FortWorth-TX,165,84,481.99,79528.35,False
2023-08-26,P0291,WH-FortWorth-TX,315,192,369.69,116452.35,False
2023-08-26,P0202,WH-Chicago-IL,244,153,639.29,155986.76,False
2023-08-26,P0160,WH-Chicago-IL,180,60,121.78,21920.4,False
2023-08-26,P0039,WH-FortWorth-TX,295,109,660.99,194992.05,False
2023-08-26,P0096,WH-Chicago-IL,106,201,651.7,69080.2,True
2023-08-26,P0002,WH-FortWorth-TX,81,169,666.78,54009.18,True
2023-08-26,P0030,WH-Seattle-WA,164,57,689.34,113051.76,False
2023-08-26,P0001,WH-Erie-PA,71,92,113.53,8060.63,True
2023-08-26,P0100,WH-Seattle-WA,353,127,127.65,45060.45,False
2023-08-26,P0111,WH-Seattle-WA,207,57,679.6,140677.2,False
2023-08-26,P0280,WH-Erie-PA,19,54,751.12,14271.28,True
2023-08-26,P0292,WH-Seattle-WA,216,146,484.48,104647.68,False
2023-08-26,P0021,WH-FortWorth-TX,136,173,249.42,33921.12,True
2023-08-26,P0208,WH-Seattle-WA,126,146,503.45,63434.7,True
2023-08-26,P0024,WH-Erie-PA,7,69,683.87,4787.09,True
2023-08-26,P0272,WH-Erie-PA,261,67,810.85,211631.85,False
2023-08-26,P0244,WH-FortWorth-TX,630,246,611.85,385465.5,False
2023-08-26,P0171,WH-Seattle-WA,633,182,508.89,322127.37,False
2023-08-26,P0090,WH-Erie-PA,317,245,582.71,184719.07,False
2023-08-26,P0113,WH-Erie-PA,123,146,235.54,28971.42,True
2023-08-26,P0117,WH-Erie-PA,133,100,680.32,90482.56,False
2023-08-26,P0060,WH-FortWorth-TX,637,247,65.34,41621.58,False
2023-08-26,P0157,WH-FortWorth-TX,40,199,372.89,14915.6,True
2023-08-26,P0069,WH-Seattle-WA,60,142,231.19,13871.4,True
2023-08-26,P0295,WH-Seattle-WA,3,199,611.46,1834.38,True
2023-08-26,P0028,WH-Erie-PA,404,141,582.25,235229.0,False
2023-08-26,P0260,WH-FortWorth-TX,232,62,711.31,165023.92,False
2023-08-26,P0058,WH-Seattle-WA,81,110,666.13,53956.53,True
2023-08-26,P0145,WH-Erie-PA,249,122,448.83,111758.67,False
2023-08-26,P0207,WH-Chicago-IL,319,153,780.76,249062.44,False
2023-08-26,P0199,WH-FortWorth-TX,114,171,155.16,17688.24,True
2023-08-26,P0167,WH-FortWorth-TX,9,77,430.42,3873.78,True
2023-08-26,P0151,WH-Seattle-WA,247,113,312.71,77239.37,False
2023-08-26,P0268,WH-Seattle-WA,246,86,540.39,132935.94,False
2023-08-26,P0045,WH-FortWorth-TX,452,176,132.1,59709.2,False
