order_id,part_id,supplier_id,order_date,qty_ordered,qty_received,unit_cost,total_order_value,status,priority,expected_delivery_days
ORD-007311,P0180,SUP-023,2023-04-27,328,281,841.3,275946.4,Pending,Low,13
ORD-007312,P0239,SUP-012,2023-01-28,200,200,131.3,26260.0,Delivered,Standard,13
ORD-007313,P0228,SUP-015,2024-07-29,561,503,498.74,279793.14,Backordered,Urgent,28
ORD-007314,P0294,SUP-014,2023-03-29,100,80,90.19,9019.0,Pending,Urgent,4
ORD-007315,P0083,SUP-025,2023-04-05,265,245,151.78,40221.7,Cancelled,Standard,6
ORD-007316,P0009,SUP-023,2023-06-27,371,330,249.1,92416.1,Cancelled,Standard,24
ORD-007317,P0040,SUP-014,2024-06-19,109,78,345.48,37657.32,Backordered,Urgent,26
ORD-007318,P0073,SUP-009,2023-04-01,69,39,152.57,10527.33,Cancelled,Urgent,18
ORD-007319,P0173,SUP-026,2022-11-06,438,438,535.84,234697.92,Delivered,Standard,14
ORD-007320,P0118,SUP-009,2023-12-07,527,298,569.67,300216.09,In Transit,Standard,15
ORD-007321,P0297,SUP-025,2022-09-15,27,5,320.48,8652.96,Pending,Low,26
ORD-007322,P0045,SUP-013,2024-11-08,428,27,132.1,56538.8,Pending,Standard,3
ORD-007323,P0030,SUP-014,2024-12-31,95,66,689.34,65487.3,Cancelled,Standard,11
ORD-007324,P0141,SUP-030,2023-02-14,591,591,539.01,318554.91,Delivered,Urgent,10
ORD-007325,P0223,SUP-020,2023-10-21,72,66,346.73,24964.56,Cancelled,Urgent,17
ORD-007326,P0146,SUP-019,2023-05-25,158,158,748.41,118248.78,Delivered,Standard,6
ORD-007327,P0238,SUP-015,2024-05-19,157,157,288.41,45280.37,Delivered,Low,18
ORD-007328,P0124,SUP-001,2023-08-18,426,426,849.33,361814.58,Delivered,Urgent,12
ORD-007329,P0309,SUP-024,2022-09-25,215,215,365.25,78528.75,Delivered,Urgent,19
ORD-007330,P0155,SUP-020,2023-04-29,504,504,506.33,255190.32,Delivered,Low,26
ORD-007331,P0299,SUP-013,2022-12-19,116,86,886.23,102802.68,Pending,Standard,20
ORD-007332,P0285,SUP-012,2022-03-24,366,366,213.46,78126.36,Delivered,Low,28
ORD-007333,P0194,SUP-006,2022-11-13,458,105,372.69,170692.02,Pending,Standard,6
ORD-007334,P0173,SUP-020,2023-01-19,108,108,535.84,57870.72,Delivered,Low,17
ORD-007335,P0207,SUP-009,2024-03-16,282,282,780.76,220174.32,Delivered,Standard,28
ORD-007336,P0227,SUP-027,2022-08-02,268,268,605.15,162180.2,Delivered,Urgent,16
ORD-007337,P0094,SUP-028,2023-11-30,142,142,355.9,50537.8,Delivered,Urgent,30
ORD-007338,P0265,SUP-029,2024-04-01,349,58,332.04,115881.96,In Transit,Urgent,21
ORD-007339,P0035,SUP-019,2022-12-31,389,389,228.17,88758.13,Delivered,Urgent,6
ORD-007340,P0191,SUP-026,2023-05-22,157,141,299.14,46964.98,Cancelled,Standard,13
ORD-007341,P0233,SUP-001,2023-06-18,344,344,22.17,7626.48,Delivered,Standard,14
ORD-007342,P0134,SUP-025,2024-06-19,350,269,75.73,26505.5,Cancelled,Standard,18
ORD-007343,P0215,SUP-012,2024-05-01,557,530,81.22,45239.54,Pending,Standard,6
ORD-007344,P0280,SUP-025,2023-04-08,265,265,751.12,199046.8,Delivered,Standard,17
ORD-007345,P0024,SUP-019,2024-06-11,558,240,683.87,-999.0,In Transit,Standard,14
ORD-007346,P0277,SUP-007,2023-08-10,140,140,414.63,58048.2,Delivered,Standard,7
ORD-007347,P0278,SUP-021,2023-08-11,131,3,660.71,86553.01,Pending,Standard,14
ORD-007348,P0159,SUP-005,2023-05-24,508,358,326.35,165785.8,Pending,Standard,12
ORD-007349,P0055,SUP-029,2024-04-14,278,278,350.39,97408.42,Delivered,Standard,23
ORD-007350,P0017,SUP-024,2022-08-12,112,112,624.02,69890.24,Delivered,Urgent,30
ORD-007351,P0291,SUP-024,2023-04-01,91,21,369.69,33641.79,Cancelled,Low,19
ORD-007352,P0161,SUP-020,2023-04-27,266,266,625.79,166460.14,Delivered,Low,25
ORD-007353,P0051,SUP-006,2022-01-17,479,37,261.51,125263.29,Pending,Standard,17
ORD-007354,P0054,SUP-013,2024-09-30,404,256,374.68,151370.72,Cancelled,Standard,9
ORD-007355,P0303,SUP-005,2022-01-10,471,471,328.44,154695.24,Delivered,Standard,18
ORD-007356,P0008,SUP-020,2023-06-01,12,3,97.08,1164.96,Cancelled,Standard,28
ORD-007357,P0086,SUP-022,2022-11-24,55,25,635.63,34959.65,In Transit,Standard,29
ORD-007358,P0310,SUP-023,2022-07-18,408,408,704.52,287444.16,Delivered,Low,26
ORD-007359,P0017,SUP-006,2023-08-29,588,588,624.02,366923.76,Delivered,Urgent,16
ORD-007360,P0165,SUP-006,2023-05-31,435,163,877.25,381603.75,Cancelled,Low,17
ORD-007361,P0269,SUP-001,2022-09-23,182,182,658.61,119867.02,Delivered,Low,15
ORD-007362,P0215,SUP-007,2023-10-18,433,433,81.22,35168.26,Delivered,Standard,20
ORD-007363,P0187,SUP-022,2022-01-17,566,566,856.45,484750.7,Delivered,Standard,30
ORD-007364,P0283,SUP-020,2024-12-12,23,23,825.52,-999.0,Delivered,Standard,3
ORD-007365,P0171,SUP-008,2022-01-01,477,78,508.89,-999.0,Backordered,Low,15
ORD-007366,P0246,SUP-024,2024-12-08,174,167,417.49,72643.26,In Transit,Standard,4
ORD-007367,P0006,SUP-018,2023-01-26,82,82,784.33,64315.06,Delivered,Low,5
ORD-007368,P0293,SUP-027,2024-05-18,184,184,342.5,63020.0,Delivered,Standard,30
ORD-007369,P0194,SUP-024,2024-08-15,410,410,372.69,152802.9,Delivered,Standard,14
ORD-007370,P0036,SUP-014,2023-07-06,79,71,445.1,35162.9,Backordered,Standard,17
ORD-007371,P0065,SUP-018,2022-01-06,147,42,226.24,33257.28,Backordered,Low,12
ORD-007372,P0287,SUP-016,2022-11-13,231,231,511.45,118144.95,Delivered,Low,27
ORD-007373,P0157,SUP-022,2023-05-02,181,99,372.89,67493.09,Cancelled,Standard,20
ORD-007374,P0138,SUP-023,2024-09-25,341,341,650.75,221905.75,Delivered,Low,5
ORD-007375,P0073,SUP-028,2022-04-19,245,245,152.57,37379.65,Delivered,Standard,14
ORD-007376,P0259,SUP-014,2024-12-10,476,76,601.55,286337.8,In Transit,Low,23
ORD-007377,P0135,SUP-015,2023-03-29,230,132,191.43,44028.9,Cancelled,Low,6
ORD-007378,P0042,SUP-025,2024-06-09,37,37,535.77,19823.49,Delivered,Standard,20
ORD-007379,P0188,SUP-008,2024-09-26,28,20,50.61,1417.08,Cancelled,Standard,21
ORD-007380,P0045,SUP-011,2024-04-18,68,38,132.1,8982.8,In Transit,Standard,16
ORD-007381,P0290,SUP-013,2024-08-16,170,10,315.74,53675.8,Cancelled,Standard,17
ORD-007382,P0050,SUP-011,2024-11-06,346,134,184.56,63857.76,In Transit,Low,5
ORD-007383,P0288,SUP-023,2022-05-26,133,41,583.79,77644.07,Pending,Low,11
ORD-007384,P0265,SUP-012,2023-11-22,558,495,332.04,185278.32,Cancelled,Standard,21
ORD-007385,P0022,SUP-030,2023-06-12,55,55,676.11,37186.05,Backordered,Standard,16
ORD-007386,P0283,SUP-028,2023-01-12,539,354,825.52,444955.28,Pending,Low,29
ORD-007387,P0253,SUP-025,2022-02-15,199,199,855.2,-999.0,Delivered,Standard,20
ORD-007388,P0183,SUP-018,2022-02-16,31,31,270.42,8383.02,Delivered,Low,18
ORD-007389,P0108,SUP-028,2023-08-08,339,164,555.98,188477.22,Pending,Standard,24
ORD-007390,P0170,SUP-014,2022-09-21,392,325,732.86,287281.12,In Transit,Urgent,19
ORD-007391,P0281,SUP-011,2022-02-20,444,307,130.15,57786.6,In Transit,Standard,3
ORD-007392,P0174,SUP-026,2022-08-01,585,585,554.52,324394.2,Delivered,Standard,27
ORD-007393,P0195,SUP-006,2023-03-09,289,95,495.2,143112.8,Cancelled,Standard,22
ORD-007394,P0248,SUP-025,2023-08-08,48,48,432.26,20748.48,Delivered,Standard,14
ORD-007395,P0293,SUP-026,2022-08-26,50,41,342.5,17125.0,Pending,Urgent,7
ORD-007396,P0138,SUP-028,2023-09-24,445,445,650.75,289583.75,Delivered,Low,14
ORD-007397,P0249,SUP-007,2024-08-26,304,245,554.92,168695.68,Backordered,Urgent,12
ORD-007398,P0198,SUP-009,2024-07-27,65,27,122.46,7959.9,Cancelled,Standard,17
ORD-007399,P0275,SUP-023,2022-09-28,40,6,550.8,22032.0,Backordered,Standard,4
ORD-007400,P0128,SUP-011,2024-05-05,481,481,127.95,61543.95,Delivered,Standard,19
ORD-007401,P0136,SUP-028,2022-01-30,147,147,607.47,89298.09,Delivered,Standard,8
ORD-007402,P0008,SUP-013,2023-02-03,587,352,97.08,56985.96,Pending,Urgent,10
ORD-007403,P0222,SUP-021,2023-03-16,201,122,40.62,8164.62,Backordered,Urgent,14
ORD-007404,P0185,SUP-027,2024-07-09,375,375,544.26,204097.5,Delivered,Standard,13
ORD-007405,P0212,SUP-021,2024-11-08,341,276,868.87,296284.67,Pending,Standard,3
ORD-007406,P0197,SUP-011,2024-05-22,522,171,501.06,261553.32,Pending,Urgent,12
ORD-007407,P0243,SUP-005,2024-11-10,239,239,139.57,33357.23,Delivered,Standard,4
ORD-007408,P0176,SUP-014,2022-12-26,277,135,81.43,22556.11,Pending,Standard,30
ORD-007409,P0123,SUP-012,2023-05-26,465,260,773.21,359542.65,Backordered,Standard,7
ORD-007410,P0261,SUP-012,2023-06-28,304,3,75.72,23018.88,Pending,Standard,29
ORD-007411,P0160,SUP-014,2022-08-31,46,46,121.78,5601.88,Delivered,Urgent,9
ORD-007412,P0247,SUP-002,2023-02-06,447,171,352.21,157437.87,Backordered,Standard,30
ORD-007413,P0268,SUP-005,2022-05-15,413,61,540.39,223181.07,Cancelled,Standard,20
ORD-007414,P0187,SUP-024,2024-06-21,366,366,856.45,313460.7,Delivered,Low,11
ORD-007415,P0092,SUP-022,2022-12-01,547,547,866.84,474161.48,Delivered,Standard,10
ORD-007416,P0148,SUP-003,2022-11-07,481,455,442.9,213034.9,In Transit,Urgent,26
ORD-007417,P0042,SUP-020,2022-06-28,15,3,535.77,8036.55,In Transit,Urgent,17
ORD-007418,P0151,SUP-030,2024-08-01,208,13,312.71,65043.68,Pending,Standard,20
ORD-007419,P0304,SUP-020,2022-01-06,349,79,31.59,11024.91,Backordered,Urgent,6
ORD-007420,P0115,SUP-025,2023-06-13,435,394,855.79,372268.65,Backordered,Standard,18
ORD-007421,P0310,SUP-008,2023-06-02,323,245,704.52,-999.0,In Transit,Urgent,25
ORD-007422,P0274,SUP-022,2024-11-24,227,129,352.1,79926.7,Cancelled,Urgent,5
ORD-007423,P0047,SUP-026,2024-03-11,549,492,100.78,55328.22,Cancelled,Urgent,15
ORD-007424,P0162,SUP-020,2023-09-21,67,37,656.26,43969.42,Backordered,Standard,5
ORD-007425,P0163,SUP-007,2024-04-28,78,57,882.75,68854.5,Cancelled,Low,26
ORD-007426,P0015,SUP-013,2022-03-16,208,16,619.94,128947.52,Cancelled,Standard,16
ORD-007427,P0190,SUP-013,2022-02-10,511,511,735.61,375896.71,Delivered,Standard,7
ORD-007428,P0155,SUP-013,2024-12-24,386,226,506.33,195443.38,Backordered,Urgent,21
ORD-007429,P0192,SUP-022,2023-10-20,106,21,628.9,66663.4,Cancelled,Urgent,19
ORD-007430,P0117,SUP-002,2022-07-05,517,247,680.32,351725.44,Backordered,Urgent,30
ORD-007431,P0056,SUP-029,2023-03-06,542,247,389.36,211033.12,Cancelled,Standard,21
ORD-007432,P0056,SUP-007,2023-09-21,251,190,389.36,97729.36,In Transit,Standard,13
ORD-007433,P0104,SUP-007,2022-12-20,388,264,612.93,237816.84,Cancelled,Standard,26
ORD-007434,P0148,SUP-014,2023-01-06,336,255,442.9,148814.4,In Transit,Standard,6
ORD-007435,P0092,SUP-029,2024-02-24,486,486,866.84,421284.24,Delivered,Standard,13
ORD-007436,P0145,SUP-023,2022-07-30,138,105,448.83,61938.54,Backordered,Standard,7
ORD-007437,P0029,SUP-006,2024-10-12,220,220,17.87,3931.4,Delivered,Urgent,11
ORD-007438,P0067,SUP-020,2022-03-10,86,86,564.73,48566.78,Delivered,Urgent,3
ORD-007439,P0199,SUP-009,2024-09-19,313,313,155.16,48565.08,Delivered,Standard,9
ORD-007440,P0213,SUP-001,2023-07-28,195,191,103.82,20244.9,Cancelled,Urgent,9
ORD-007441,P0188,SUP-015,2023-05-19,294,294,50.61,14879.34,Delivered,Urgent,23
ORD-007442,P0304,SUP-029,2023-01-03,570,507,31.59,18006.3,Cancelled,Standard,28
ORD-007443,P0170,SUP-006,2022-12-17,106,106,732.86,77683.16,Delivered,Standard,11
ORD-007444,P0180,SUP-005,2023-04-12,496,496,841.3,-999.0,Delivered,Standard,24
ORD-007445,P0260,SUP-014,2024-02-20,54,54,711.31,38410.74,Delivered,Standard,20
ORD-007446,P0087,SUP-015,2024-01-15,62,56,191.62,11880.44,Cancelled,Standard,29
ORD-007447,P0171,SUP-012,2023-05-19,491,491,508.89,249864.99,Delivered,Standard,11
ORD-007448,P0164,SUP-027,2022-03-14,378,121,173.81,65700.18,In Transit,Standard,27
ORD-007449,P0040,SUP-005,2024-04-10,241,4,345.48,83260.68,Backordered,Standard,11
ORD-007450,P0272,SUP-023,2024-01-19,148,93,810.85,120005.8,Pending,Standard,9
ORD-007451,P0027,SUP-020,2023-07-03,513,513,652.84,334906.92,Delivered,Standard,16
ORD-007452,P0113,SUP-013,2023-04-07,384,384,235.54,90447.36,Delivered,Urgent,10
ORD-007453,P0190,SUP-022,2024-11-08,578,578,735.61,425182.58,Delivered,Low,27
ORD-007454,P0285,SUP-011,2022-11-12,224,144,213.46,47815.04,Backordered,Urgent,12
ORD-007455,P0200,SUP-022,2024-12-21,583,583,213.86,124680.38,Delivered,Standard,30
ORD-007456,P0185,SUP-019,2023-12-09,223,221,544.26,121369.98,In Transit,Standard,19
ORD-007457,P0236,SUP-023,2022-01-07,138,99,614.82,84845.16,Pending,Standard,21
ORD-007458,P0006,SUP-012,2023-08-15,267,189,784.33,209416.11,Pending,Standard,6
ORD-007459,P0162,SUP-001,2024-07-20,351,347,656.26,230347.26,Pending,Urgent,14
ORD-007460,P0265,SUP-023,2023-10-24,49,25,332.04,16269.96,Cancelled,Standard,20
ORD-007461,P0303,SUP-019,2024-03-23,146,146,328.44,47952.24,Delivered,Standard,8
ORD-007462,P0094,SUP-002,2023-08-16,268,268,355.9,95381.2,Delivered,Standard,4
ORD-007463,P0123,SUP-026,2024-03-28,75,13,773.21,57990.75,Backordered,Standard,29
ORD-007464,P0289,SUP-019,2024-05-29,113,108,40.62,4590.06,Cancelled,Standard,15
ORD-007465,P0175,SUP-022,2023-05-11,90,85,201.76,18158.4,In Transit,Standard,30
ORD-007466,P0076,SUP-030,2023-09-09,60,9,389.86,23391.6,In Transit,Low,15
ORD-007467,P0069,SUP-030,2022-08-11,157,157,231.19,36296.83,Delivered,Standard,20
ORD-007468,P0062,SUP-011,2024-04-22,12,12,848.31,10179.72,Cancelled,Standard,23
ORD-007469,P0169,SUP-012,2023-08-12,149,149,80.56,12003.44,Delivered,Standard,26
ORD-007470,P0088,SUP-012,2022-11-16,255,255,718.88,183314.4,Delivered,Standard,10
ORD-007471,P0029,SUP-001,2022-09-27,37,37,17.87,661.19,Delivered,Standard,7
ORD-007472,P0270,SUP-023,2024-07-05,185,168,420.37,77768.45,Backordered,Standard,11
ORD-007473,P0171,SUP-002,2023-04-28,510,49,508.89,259533.9,Backordered,Standard,13
ORD-007474,P0083,SUP-023,2023-04-17,340,59,151.78,51605.2,Pending,Urgent,16
ORD-007475,P0302,SUP-011,2023-01-12,541,541,637.75,345022.75,Delivered,Urgent,26
ORD-007476,P0193,SUP-012,2024-09-26,67,58,417.52,27973.84,In Transit,Urgent,21
ORD-007477,P0111,SUP-015,2024-01-14,80,80,679.6,54368.0,Delivered,Standard,20
ORD-007478,P0001,SUP-024,2023-01-23,486,486,113.53,55175.58,Delivered,Low,4
ORD-007479,P0126,SUP-009,2024-03-14,395,395,209.19,82630.05,Delivered,Standard,18
ORD-007480,P0063,SUP-027,2023-01-20,352,240,563.15,198228.8,Pending,Standard,16
ORD-007481,P0251,SUP-027,2022-05-22,212,47,852.44,180717.28,Pending,Low,7
ORD-007482,P0165,SUP-029,2023-08-20,568,481,877.25,498278.0,Backordered,Urgent,30
ORD-007483,P0101,SUP-021,2024-07-20,196,76,813.98,159540.08,Cancelled,Standard,19
ORD-007484,P0033,SUP-011,2022-11-16,452,452,15.51,7010.52,Delivered,Low,8
ORD-007485,P0096,SUP-007,2022-12-06,552,228,651.7,359738.4,In Transit,Standard,19
ORD-007486,P0101,SUP-020,2022-06-19,343,343,813.98,279195.14,Delivered,Standard,9
ORD-007487,P0308,SUP-001,2023-11-23,404,404,108.69,43910.76,Delivered,Urgent,24
ORD-007488,P0298,SUP-026,2022-02-26,308,21,445.67,137266.36,In Transit,Standard,11
ORD-007489,P0039,SUP-007,2023-09-05,328,328,660.99,216804.72,Delivered,Standard,8
ORD-007490,P0129,SUP-029,2022-11-14,388,226,514.49,199622.12,Pending,Standard,19
ORD-007491,P0295,SUP-026,2023-03-28,242,178,611.46,147973.32,In Transit,Standard,4
ORD-007492,P0213,SUP-007,2023-07-27,203,203,103.82,21075.46,Delivered,Urgent,11
ORD-007493,P0181,SUP-008,2022-08-20,360,119,146.86,52869.6,Backordered,Standard,25
ORD-007494,P0229,SUP-020,2024-12-05,383,319,580.46,222316.18,In Transit,Standard,26
ORD-007495,P0175,SUP-009,2022-02-14,43,40,201.76,8675.68,Backordered,Standard,13
ORD-007496,P0186,SUP-022,2024-09-14,363,363,236.58,85878.54,Delivered,Low,25
ORD-007497,P0177,SUP-029,2023-01-15,498,498,430.87,214573.26,Delivered,Standard,8
ORD-007498,P0008,SUP-001,2023-01-27,503,503,97.08,48831.24,Delivered,Low,16
ORD-007499,P0286,SUP-016,2022-05-24,320,152,116.67,37334.4,Backordered,Urgent,24
ORD-007500,P0146,SUP-018,2024-07-23,368,368,748.41,275414.88,Delivered,Low,6
ORD-007501,P0281,SUP-009,2023-07-05,385,194,130.15,50107.75,Cancelled,Standard,4
ORD-007502,P0293,SUP-006,2024-02-20,152,0,342.5,52060.0,Pending,Standard,13
ORD-007503,P0189,SUP-029,2022-09-24,280,52,406.37,113783.6,Cancelled,Standard,26
ORD-007504,P0189,SUP-014,2022-05-08,430,430,406.37,174739.1,Delivered,Standard,5
ORD-007505,P0217,SUP-025,2022-10-20,427,215,775.52,331147.04,Pending,Low,3
ORD-007506,P0026,SUP-027,2023-06-28,330,205,896.57,295868.1,Backordered,Standard,18
ORD-007507,P0128,SUP-008,2022-03-14,444,136,127.95,56809.8,In Transit,Standard,29
ORD-007508,P0167,SUP-028,2023-08-15,213,39,430.42,91679.46,Cancelled,Standard,16
ORD-007509,P0139,SUP-027,2023-10-18,240,240,527.14,126513.6,Delivered,Urgent,23
ORD-007510,P0152,SUP-009,2022-05-18,315,30,202.73,63859.95,In Transit,Standard,18
ORD-007511,P0177,SUP-006,2022-05-26,282,282,430.87,121505.34,Delivered,Standard,4
ORD-007512,P0172,SUP-025,2022-05-14,431,126,701.49,302342.19,Backordered,Standard,22
ORD-007513,P0124,SUP-027,2024-01-18,89,23,849.33,75590.37,Cancelled,Standard,14
ORD-007514,P0206,SUP-011,2022-12-01,464,464,657.56,305107.84,Delivered,Urgent,20
ORD-007515,P0032,SUP-016,2024-08-07,458,320,689.82,315937.56,Cancelled,Urgent,12
ORD-007516,P0084,SUP-020,2023-08-01,433,119,379.88,164488.04,Cancelled,Standard,17
ORD-007517,P0236,SUP-020,2022-03-03,91,5,614.82,55948.62,Cancelled,Standard,26
ORD-007518,P0056,SUP-006,2022-03-17,311,148,389.36,121090.96,In Transit,Low,27
ORD-007519,P0191,SUP-015,2022-01-19,314,314,299.14,93929.96,Delivered,Standard,6
ORD-007520,P0247,SUP-012,2024-11-08,30,30,352.21,10566.3,Delivered,Standard,11
ORD-007521,P0028,SUP-025,2022-05-23,73,21,582.25,42504.25,Pending,Standard,25
ORD-007522,P0151,SUP-022,2022-05-27,187,187,312.71,58476.77,Delivered,Standard,21
ORD-007523,P0009,SUP-026,2023-03-02,434,434,249.1,108109.4,Delivered,Standard,11
ORD-007524,P0067,SUP-003,2022-06-25,70,5,564.73,39531.1,Pending,Standard,24
ORD-007525,P0039,SUP-001,2023-02-28,366,366,660.99,241922.34,Delivered,Standard,9
ORD-007526,P0187,SUP-027,2022-06-30,544,466,856.45,465908.8,Backordered,Low,13
ORD-007527,P0199,SUP-016,2022-03-21,25,13,155.16,3879.0,In Transit,Urgent,28
ORD-007528,P0060,SUP-011,2024-01-03,128,128,65.34,8363.52,Delivered,Low,10
ORD-007529,P0037,SUP-013,2023-12-09,422,422,126.3,53298.6,Delivered,Low,14
ORD-007530,P0137,SUP-027,2022-09-04,144,121,241.78,-999.0,Pending,Standard,24
ORD-007531,P0034,SUP-013,2022-11-16,245,99,792.67,194204.15,Backordered,Standard,6
ORD-007532,P0063,SUP-005,2023-11-17,91,55,563.15,51246.65,Cancelled,Standard,30
ORD-007533,P0050,SUP-011,2024-08-22,222,94,184.56,40972.32,In Transit,Low,9
ORD-007534,P0058,SUP-002,2023-06-24,412,412,666.13,274445.56,Delivered,Urgent,13
ORD-007535,P0131,SUP-026,2022-01-22,520,520,202.32,105206.4,Delivered,Standard,14
ORD-007536,P0063,SUP-026,2023-03-18,46,12,563.15,25904.9,Pending,Urgent,5
ORD-007537,P0075,SUP-001,2023-01-18,459,459,237.24,108893.16,Delivered,Standard,26
ORD-007538,P0280,SUP-024,2022-03-07,323,323,751.12,242611.76,Delivered,Standard,12
ORD-007539,P0281,SUP-020,2022-02-10,457,405,130.15,59478.55,Cancelled,Standard,26
ORD-007540,P0304,SUP-006,2024-05-27,335,117,31.59,10582.65,In Transit,Standard,16
ORD-007541,P0051,SUP-025,2022-03-21,25,23,261.51,6537.75,Backordered,Low,21
ORD-007542,P0039,SUP-030,2023-05-02,110,90,660.99,72708.9,In Transit,Standard,27
ORD-007543,P0014,SUP-029,2022-05-01,527,527,342.61,180555.47,Delivered,Standard,29
ORD-007544,P0057,SUP-029,2024-07-14,148,47,445.7,-999.0,Cancelled,Low,19
ORD-007545,P0157,SUP-027,2024-07-05,88,88,372.89,32814.32,Delivered,Low,30
ORD-007546,P0077,SUP-029,2023-06-11,374,374,130.78,48911.72,Delivered,Standard,12
ORD-007547,P0023,SUP-006,2023-11-09,424,133,209.1,88658.4,Pending,Standard,18
ORD-007548,P0273,SUP-026,2023-05-13,453,304,258.39,117050.67,Cancelled,Urgent,29
ORD-007549,P0143,SUP-021,2024-06-14,74,74,707.63,52364.62,Delivered,Standard,13
ORD-007550,P0088,SUP-022,2022-05-24,148,119,718.88,106394.24,Cancelled,Standard,29
ORD-007551,P0097,SUP-001,2023-07-10,446,241,396.7,176928.2,Pending,Urgent,22
ORD-007552,P0120,SUP-025,2024-11-24,404,234,148.49,59989.96,Pending,Low,5
ORD-007553,P0253,SUP-001,2022-01-24,532,137,855.2,454966.4,Cancelled,Standard,4
ORD-007554,P0115,SUP-024,2024-10-27,377,377,855.79,322632.83,Delivered,Standard,9
ORD-007555,P0182,SUP-018,2022-07-18,600,600,161.84,97104.0,Delivered,Standard,20
ORD-007556,P0128,SUP-029,2023-01-05,452,42,127.95,57833.4,Pending,Urgent,23
ORD-007557,P0009,SUP-003,2022-12-02,466,77,249.1,116080.6,In Transit,Low,28
ORD-007558,P0060,SUP-025,2023-10-29,153,102,65.34,9997.02,Pending,Standard,24
ORD-007559,P0301,SUP-016,2024-05-07,123,123,455.19,55988.37,Delivered,Standard,20
ORD-007560,P0001,SUP-025,2023-07-09,255,13,113.53,28950.15,Backordered,Low,8
ORD-007561,P0201,SUP-019,2024-09-04,231,105,588.22,135878.82,In Transit,Standard,27
ORD-007562,P0214,SUP-009,2024-12-18,221,221,419.38,92682.98,Delivered,Low,22
ORD-007563,P0023,SUP-015,2023-12-11,410,207,209.1,85731.0,Cancelled,Urgent,16
ORD-007564,P0175,SUP-014,2022-01-18,30,20,201.76,6052.8,Backordered,Standard,23
ORD-007565,P0174,SUP-030,2022-03-17,59,38,554.52,32716.68,Cancelled,Standard,20
ORD-007566,P0023,SUP-016,2023-03-23,201,201,209.1,42029.1,Delivered,Standard,25
ORD-007567,P0019,SUP-014,2024-10-31,389,151,201.72,78469.08,Pending,Standard,28
ORD-007568,P0300,SUP-022,2022-06-09,304,34,694.1,211006.4,In Transit,Standard,11
ORD-007569,P0214,SUP-003,2023-03-09,411,411,419.38,172365.18,Delivered,Standard,3
ORD-007570,P0306,SUP-024,2023-01-04,53,25,373.45,19792.85,Pending,Standard,21
ORD-007571,P0259,SUP-005,2022-08-29,327,274,601.55,196706.85,Backordered,Standard,16
ORD-007572,P0268,SUP-011,2024-10-07,24,24,540.39,12969.36,Delivered,Standard,29
ORD-007573,P0231,SUP-018,2022-07-11,295,47,224.93,66354.35,Backordered,Standard,27
ORD-007574,P0223,SUP-018,2024-09-06,350,350,346.73,121355.5,Delivered,Standard,25
ORD-007575,P0143,SUP-008,2022-03-25,515,515,707.63,364429.45,Delivered,Standard,26
ORD-007576,P0171,SUP-030,2022-08-04,466,466,508.89,237142.74,Delivered,Standard,8
ORD-007577,P0027,SUP-026,2023-10-22,561,561,652.84,366243.24,Delivered,Low,15
ORD-007578,P0102,SUP-022,2022-03-15,70,70,752.85,52699.5,Delivered,Urgent,18
ORD-007579,P0285,SUP-016,2023-08-20,462,184,213.46,98618.52,In Transit,Urgent,18
ORD-007580,P0105,SUP-028,2024-01-23,342,342,90.04,30793.68,Delivered,Standard,10
ORD-007581,P0253,SUP-012,2023-06-14,216,34,855.2,184723.2,Backordered,Urgent,3
ORD-007582,P0054,SUP-007,2024-11-27,68,5,374.68,25478.24,Pending,Standard,9
ORD-007583,P0277,SUP-003,2024-10-05,12,12,414.63,4975.56,Delivered,Standard,10
ORD-007584,P0003,SUP-020,2022-10-21,165,61,388.4,64086.0,In Transit,Standard,6
ORD-007585,P0005,SUP-023,2024-04-09,35,29,497.27,17404.45,Backordered,Standard,18
ORD-007586,P0274,SUP-029,2024-12-01,372,372,352.1,130981.2,Delivered,Urgent,15
ORD-007587,P0289,SUP-001,2022-06-22,520,266,40.62,21122.4,Pending,Standard,11
ORD-007588,P0144,SUP-009,2022-04-09,305,204,76.03,23189.15,Cancelled,Standard,16
ORD-007589,P0065,SUP-026,2022-10-17,182,176,226.24,41175.68,Pending,Urgent,7
ORD-007590,P0054,SUP-001,2024-06-02,358,358,374.68,134135.44,Delivered,Standard,8
ORD-007591,P0010,SUP-027,2024-02-21,194,166,84.74,16439.56,Backordered,Standard,30
ORD-007592,P0183,SUP-027,2024-04-24,349,72,270.42,94376.58,Backordered,Standard,25
ORD-007593,P0301,SUP-013,2024-12-22,402,259,455.19,182986.38,Backordered,Urgent,11
ORD-007594,P0099,SUP-025,2023-03-21,470,470,605.2,284444.0,Delivered,Standard,9
ORD-007595,P0273,SUP-002,2022-05-10,190,190,258.39,49094.1,Delivered,Low,12
ORD-007596,P0211,SUP-003,2024-06-21,321,321,889.75,285609.75,Delivered,Standard,10
ORD-007597,P0226,SUP-009,2023-04-05,396,329,141.66,56097.36,In Transit,Standard,22
ORD-007598,P0263,SUP-013,2022-05-07,458,458,774.69,354808.02,Delivered,Standard,27
ORD-007599,P0309,SUP-012,2024-08-16,463,385,365.25,169110.75,Pending,Standard,6
ORD-007600,P0112,SUP-024,2024-12-18,271,271,726.64,196919.44,Delivered,Low,3
