production_id,product_id,production_date,line_id,qty_produced,shift,machine_id,operator_id,status,year,month,month_name,quarter,day_of_week,week_number
PRD-007531,FP-002,2022-04-05,Line-C,14,Night,MCH-01,OPR-032,Completed,2022,4,Apr,2,Tuesday,14
PRD-007532,FP-007,2022-05-21,Line-D,25,Morning,MCH-03,OPR-002,Completed,2022,5,May,2,Saturday,20
PRD-007533,FP-005,2024-11-25,Line-B,27,Night,MCH-12,OPR-051,Partial,2024,11,Nov,4,Monday,48
PRD-007534,FP-005,2023-09-09,Line-C,19,Morning,MCH-04,OPR-042,Scrapped,2023,9,Sep,3,Saturday,36
PRD-007535,FP-008,2022-08-08,Line-C,9,Morning,MCH-08,OPR-051,Completed,2022,8,Aug,3,Monday,32
PRD-007536,FP-007,2022-03-04,Line-C,2,Afternoon,MCH-08,OPR-009,Completed,2022,3,Mar,1,Friday,9
PRD-007537,FP-001,2024-10-01,Line-D,27,Night,MCH-06,OPR-044,Partial,2024,10,Oct,4,Tuesday,40
PRD-007538,FP-003,2024-11-23,Line-A,29,Morning,MCH-08,OPR-017,Scrapped,2024,11,Nov,4,Saturday,47
PRD-007539,FP-002,2023-01-21,Line-A,24,Night,MCH-07,OPR-055,Partial,2023,1,Jan,1,Saturday,3
PRD-007540,FP-010,2023-09-19,Line-B,5,Night,MCH-08,OPR-005,Scrapped,2023,9,Sep,3,Tuesday,38
PRD-007541,FP-006,2023-02-26,Line-B,3,Morning,MCH-08,OPR-002,Partial,2023,2,Feb,1,Sunday,8
PRD-007542,FP-001,2022-09-23,Line-C,29,Night,MCH-14,OPR-011,Completed,2022,9,Sep,3,Friday,38
PRD-007543,FP-008,2024-05-19,Line-D,7,Morning,MCH-13,OPR-007,Completed,2024,5,May,2,Sunday,20
PRD-007544,FP-003,2024-11-05,Line-A,20,Night,MCH-08,OPR-045,Completed,2024,11,Nov,4,Tuesday,45
PRD-007545,FP-007,2022-06-18,Line-A,27,Night,MCH-09,OPR-003,Completed,2022,6,Jun,2,Saturday,24
PRD-007546,FP-007,2023-01-17,Line-D,11,Night,MCH-11,OPR-030,Completed,2023,1,Jan,1,Tuesday,3
PRD-007547,FP-003,2022-03-29,Line-B,19,Morning,MCH-10,OPR-025,Partial,2022,3,Mar,1,Tuesday,13
PRD-007548,FP-009,2023-07-15,Line-A,29,Afternoon,MCH-06,OPR-055,Partial,2023,7,Jul,3,Saturday,28
PRD-007549,FP-007,2022-01-08,Line-C,20,Night,MCH-08,OPR-018,Partial,2022,1,Jan,1,Saturday,1
PRD-007550,FP-005,2024-03-20,Line-A,10,Afternoon,MCH-07,OPR-043,Completed,2024,3,Mar,1,Wednesday,12
PRD-007551,FP-008,2022-12-30,Line-D,12,Night,MCH-02,OPR-055,Partial,2022,12,Dec,4,Friday,52
PRD-007552,FP-001,2024-05-06,Line-C,21,Night,MCH-14,OPR-038,Scrapped,2024,5,May,2,Monday,19
PRD-007553,FP-007,2022-01-30,Line-A,18,Afternoon,MCH-03,OPR-038,Completed,2022,1,Jan,1,Sunday,4
PRD-007554,FP-010,2024-10-25,Line-B,27,Morning,MCH-02,OPR-001,Completed,2024,10,Oct,4,Friday,43
PRD-007555,FP-007,2023-09-22,Line-B,18,Morning,MCH-09,OPR-020,Completed,2023,9,Sep,3,Friday,38
PRD-007556,FP-001,2024-11-25,Line-B,25,Afternoon,MCH-04,OPR-037,Scrapped,2024,11,Nov,4,Monday,48
PRD-007557,FP-009,2024-07-25,Line-C,27,Night,MCH-01,OPR-006,Completed,2024,7,Jul,3,Thursday,30
PRD-007558,FP-005,2023-08-26,Line-C,4,Morning,MCH-11,OPR-005,Partial,2023,8,Aug,3,Saturday,34
PRD-007559,FP-010,2023-08-09,Line-D,29,Afternoon,MCH-13,OPR-021,Partial,2023,8,Aug,3,Wednesday,32
PRD-007560,FP-009,2024-09-08,Line-C,22,Night,MCH-08,OPR-007,Partial,2024,9,Sep,3,Sunday,36
PRD-007561,FP-007,2024-04-13,Line-C,4,Morning,MCH-07,OPR-051,Partial,2024,4,Apr,2,Saturday,15
PRD-007562,FP-010,2024-02-13,Line-B,21,Morning,MCH-09,OPR-058,Partial,2024,2,Feb,1,Tuesday,7
PRD-007563,FP-003,2022-07-08,Line-B,10,Night,MCH-10,OPR-045,Completed,2022,7,Jul,3,Friday,27
PRD-007564,FP-001,2022-10-20,Line-B,25,Morning,MCH-07,OPR-020,Completed,2022,10,Oct,4,Thursday,42
PRD-007565,FP-002,2023-11-17,Line-B,5,Night,MCH-07,OPR-014,Scrapped,2023,11,Nov,4,Friday,46
PRD-007566,FP-009,2022-10-16,Line-C,29,Afternoon,MCH-08,OPR-002,Partial,2022,10,Oct,4,Sunday,41
PRD-007567,FP-009,2024-12-06,Line-C,4,Night,MCH-12,OPR-027,Completed,2024,12,Dec,4,Friday,49
PRD-007568,FP-001,2022-12-13,Line-B,17,Afternoon,MCH-02,OPR-009,Partial,2022,12,Dec,4,Tuesday,50
PRD-007569,FP-007,2023-06-24,Line-A,14,Night,MCH-05,OPR-045,Scrapped,2023,6,Jun,2,Saturday,25
PRD-007570,FP-004,2023-06-28,Line-C,8,Night,MCH-01,OPR-056,Completed,2023,6,Jun,2,Wednesday,26
PRD-007571,FP-007,2023-09-10,Line-B,26,Night,MCH-07,OPR-060,Completed,2023,9,Sep,3,Sunday,36
PRD-007572,FP-007,2024-04-03,Line-B,9,Afternoon,MCH-07,OPR-047,Partial,2024,4,Apr,2,Wednesday,14
PRD-007573,FP-001,2024-11-10,Line-A,37,Afternoon,MCH-14,OPR-042,Completed,2024,11,Nov,4,Sunday,45
PRD-007574,FP-002,2022-03-24,Line-A,15,Afternoon,MCH-11,OPR-044,Completed,2022,3,Mar,1,Thursday,12
PRD-007575,FP-001,2024-10-14,Line-A,12,Morning,MCH-02,OPR-026,Partial,2024,10,Oct,4,Monday,42
PRD-007576,FP-005,2024-03-06,Line-C,2,Morning,MCH-03,OPR-039,Completed,2024,3,Mar,1,Wednesday,10
PRD-007577,FP-002,2022-05-27,Line-C,4,Night,MCH-06,OPR-011,Completed,2022,5,May,2,Friday,21
PRD-007578,FP-004,2023-03-29,Line-B,26,Morning,MCH-13,OPR-052,Partial,2023,3,Mar,1,Wednesday,13
PRD-007579,FP-010,2023-05-31,Line-D,7,Afternoon,MCH-02,OPR-026,Completed,2023,5,May,2,Wednesday,22
PRD-007580,FP-006,2024-09-09,Line-C,13,Night,MCH-08,OPR-056,Scrapped,2024,9,Sep,3,Monday,37
PRD-007581,FP-009,2023-03-07,Line-C,28,Afternoon,MCH-12,OPR-010,Scrapped,2023,3,Mar,1,Tuesday,10
PRD-007582,FP-006,2024-10-14,Line-B,39,Night,MCH-08,OPR-013,Completed,2024,10,Oct,4,Monday,42
PRD-007583,FP-004,2022-07-19,Line-D,6,Night,MCH-10,OPR-045,Completed,2022,7,Jul,3,Tuesday,29
PRD-007584,FP-003,2023-01-25,Line-C,5,Night,MCH-06,OPR-059,Completed,2023,1,Jan,1,Wednesday,4
PRD-007585,FP-005,2024-11-04,Line-D,25,Night,MCH-12,OPR-059,Completed,2024,11,Nov,4,Monday,45
PRD-007586,FP-007,2024-01-26,Line-C,15,Night,MCH-06,OPR-038,Scrapped,2024,1,Jan,1,Friday,4
PRD-007587,FP-010,2023-11-20,Line-A,21,Night,MCH-14,OPR-006,Scrapped,2023,11,Nov,4,Monday,47
PRD-007588,FP-005,2022-09-22,Line-A,20,Morning,MCH-11,OPR-031,Completed,2022,9,Sep,3,Thursday,38
PRD-007589,FP-004,2024-01-12,Line-C,5,Afternoon,MCH-12,OPR-007,Completed,2024,1,Jan,1,Friday,2
PRD-007590,FP-008,2022-07-10,Line-A,15,Morning,MCH-07,OPR-005,Scrapped,2022,7,Jul,3,Sunday,27
PRD-007591,FP-004,2022-08-03,Line-B,6,Afternoon,MCH-08,OPR-006,Scrapped,2022,8,Aug,3,Wednesday,31
PRD-007592,FP-009,2023-07-29,Line-D,4,Afternoon,MCH-05,OPR-028,Completed,2023,7,Jul,3,Saturday,30
PRD-007593,FP-005,2023-04-12,Line-D,14,Morning,MCH-03,OPR-005,Completed,2023,4,Apr,2,Wednesday,15
PRD-007594,FP-004,2022-11-14,Line-B,33,Afternoon,MCH-04,OPR-025,Partial,2022,11,Nov,4,Monday,46
PRD-007595,FP-005,2022-05-16,Line-C,4,Morning,MCH-08,OPR-044,Completed,2022,5,May,2,Monday,20
PRD-007596,FP-005,2024-12-14,Line-B,40,Morning,MCH-08,OPR-020,Completed,2024,12,Dec,4,Saturday,50
PRD-007597,FP-001,2023-11-22,Line-A,18,Morning,MCH-09,OPR-023,Completed,2023,11,Nov,4,Wednesday,47
PRD-007598,FP-002,2022-04-14,Line-C,12,Afternoon,MCH-09,OPR-021,Completed,2022,4,Apr,2,Thursday,15
PRD-007599,FP-010,2022-09-11,Line-A,7,Night,MCH-09,OPR-023,Completed,2022,9,Sep,3,Sunday,36
PRD-007600,FP-005,2022-03-03,Line-D,3,Night,MCH-09,OPR-048,Completed,2022,3,Mar,1,Thursday,9
PRD-007601,FP-003,2023-02-16,Line-C,5,Morning,MCH-14,OPR-057,Scrapped,2023,2,Feb,1,Thursday,7
PRD-007602,FP-004,2022-04-11,Line-B,8,Morning,MCH-13,OPR-050,Completed,2022,4,Apr,2,Monday,15
PRD-007603,FP-003,2022-02-10,Line-A,11,Night,MCH-11,OPR-054,Completed,2022,2,Feb,1,Thursday,6
PRD-007604,FP-007,2023-09-08,Line-A,24,Afternoon,MCH-13,OPR-006,Completed,2023,9,Sep,3,Friday,36
PRD-007605,FP-007,2024-05-01,Line-A,12,Night,MCH-01,OPR-047,Scrapped,2024,5,May,2,Wednesday,18
PRD-007606,FP-002,2022-10-27,Line-C,10,Night,MCH-03,OPR-043,Completed,2022,10,Oct,4,Thursday,43
PRD-007607,FP-002,2022-10-15,Line-B,25,Afternoon,MCH-05,OPR-021,Scrapped,2022,10,Oct,4,Saturday,41
PRD-007608,FP-009,2023-02-07,Line-C,25,Afternoon,MCH-08,OPR-006,Completed,2023,2,Feb,1,Tuesday,6
PRD-007609,FP-004,2023-04-21,Line-D,25,Afternoon,MCH-07,OPR-016,Completed,2023,4,Apr,2,Friday,16
PRD-007610,FP-003,2024-03-28,Line-C,13,Afternoon,MCH-08,OPR-031,Completed,2024,3,Mar,1,Thursday,13
PRD-007611,FP-001,2022-07-25,Line-D,19,Afternoon,MCH-14,OPR-045,Completed,2022,7,Jul,3,Monday,30
PRD-007612,FP-003,2024-11-18,Line-C,31,Afternoon,MCH-09,OPR-003,Scrapped,2024,11,Nov,4,Monday,47
PRD-007613,FP-005,2024-04-23,Line-C,13,Afternoon,MCH-11,OPR-025,Partial,2024,4,Apr,2,Tuesday,17
PRD-007614,FP-010,2022-11-26,Line-C,6,Morning,MCH-07,OPR-019,Completed,2022,11,Nov,4,Saturday,47
PRD-007615,FP-010,2022-09-27,Line-A,12,Morning,MCH-11,OPR-032,Completed,2022,9,Sep,3,Tuesday,39
PRD-007616,FP-008,2022-10-14,Line-C,8,Morning,MCH-02,OPR-023,Completed,2022,10,Oct,4,Friday,41
PRD-007617,FP-004,2023-12-08,Line-D,31,Afternoon,MCH-15,OPR-030,Partial,2023,12,Dec,4,Friday,49
PRD-007618,FP-002,2023-03-01,Line-C,9,Night,MCH-02,OPR-015,Completed,2023,3,Mar,1,Wednesday,9
PRD-007619,FP-001,2024-05-16,Line-D,29,Night,MCH-03,OPR-009,Completed,2024,5,May,2,Thursday,20
PRD-007620,FP-005,2022-12-25,Line-C,20,Afternoon,MCH-10,OPR-010,Scrapped,2022,12,Dec,4,Sunday,51
PRD-007621,FP-006,2024-08-01,Line-A,18,Afternoon,MCH-13,OPR-050,Completed,2024,8,Aug,3,Thursday,31
PRD-007622,FP-003,2024-11-05,Line-A,2,Morning,MCH-13,OPR-035,Completed,2024,11,Nov,4,Tuesday,45
PRD-007623,FP-004,2023-10-10,Line-A,5,Afternoon,MCH-13,OPR-050,Completed,2023,10,Oct,4,Tuesday,41
PRD-007624,FP-006,2023-12-04,Line-A,33,Morning,MCH-06,OPR-024,Completed,2023,12,Dec,4,Monday,49
PRD-007625,FP-004,2022-06-22,Line-A,15,Night,MCH-04,OPR-014,Completed,2022,6,Jun,2,Wednesday,25
PRD-007626,FP-006,2023-02-01,Line-C,28,Afternoon,MCH-07,OPR-023,Partial,2023,2,Feb,1,Wednesday,5
PRD-007627,FP-005,2023-12-04,Line-B,13,Night,MCH-01,OPR-040,Partial,2023,12,Dec,4,Monday,49
PRD-007628,FP-006,2024-06-07,Line-A,23,Night,MCH-11,OPR-006,Completed,2024,6,Jun,2,Friday,23
PRD-007629,FP-006,2022-02-10,Line-B,18,Afternoon,MCH-10,OPR-050,Completed,2022,2,Feb,1,Thursday,6
PRD-007630,FP-002,2023-04-04,Line-A,19,Night,MCH-06,OPR-028,Scrapped,2023,4,Apr,2,Tuesday,14
PRD-007631,FP-008,2022-08-14,Line-A,7,Afternoon,MCH-08,OPR-050,Completed,2022,8,Aug,3,Sunday,32
PRD-007632,FP-009,2024-05-17,Line-A,25,Morning,MCH-01,OPR-023,Completed,2024,5,May,2,Friday,20
PRD-007633,FP-009,2024-04-23,Line-C,24,Night,MCH-14,OPR-052,Completed,2024,4,Apr,2,Tuesday,17
PRD-007634,FP-003,2022-10-20,Line-A,6,Morning,MCH-14,OPR-027,Completed,2022,10,Oct,4,Thursday,42
PRD-007635,FP-005,2024-09-26,Line-A,11,Afternoon,MCH-02,OPR-059,Completed,2024,9,Sep,3,Thursday,39
PRD-007636,FP-003,2023-11-09,Line-C,35,Morning,MCH-06,OPR-014,Completed,2023,11,Nov,4,Thursday,45
PRD-007637,FP-006,2022-04-03,Line-B,23,Morning,MCH-03,OPR-051,Completed,2022,4,Apr,2,Sunday,13
PRD-007638,FP-001,2024-03-04,Line-A,2,Morning,MCH-03,OPR-033,Scrapped,2024,3,Mar,1,Monday,10
PRD-007639,FP-004,2024-11-05,Line-B,31,Afternoon,MCH-04,OPR-013,Completed,2024,11,Nov,4,Tuesday,45
PRD-007640,FP-008,2024-04-24,Line-C,10,Afternoon,MCH-08,OPR-014,Completed,2024,4,Apr,2,Wednesday,17
PRD-007641,FP-007,2024-08-09,Line-C,21,Afternoon,MCH-05,OPR-059,Completed,2024,8,Aug,3,Friday,32
PRD-007642,FP-007,2024-04-27,Line-A,24,Morning,MCH-14,OPR-014,Partial,2024,4,Apr,2,Saturday,17
PRD-007643,FP-008,2023-08-03,Line-A,7,Night,MCH-05,OPR-039,Completed,2023,8,Aug,3,Thursday,31
PRD-007644,FP-001,2024-05-27,Line-D,11,Afternoon,MCH-10,OPR-022,Partial,2024,5,May,2,Monday,22
PRD-007645,FP-010,2022-08-24,Line-B,14,Morning,MCH-13,OPR-036,Completed,2022,8,Aug,3,Wednesday,34
PRD-007646,FP-010,2023-11-25,Line-A,39,Morning,MCH-05,OPR-002,Completed,2023,11,Nov,4,Saturday,47
PRD-007647,FP-006,2024-03-08,Line-C,13,Afternoon,MCH-03,OPR-034,Completed,2024,3,Mar,1,Friday,10
PRD-007648,FP-005,2023-05-04,Line-B,25,Afternoon,MCH-06,OPR-020,Scrapped,2023,5,May,2,Thursday,18
PRD-007649,FP-006,2023-08-27,Line-B,27,Morning,MCH-10,OPR-044,Completed,2023,8,Aug,3,Sunday,34
PRD-007650,FP-009,2022-06-01,Line-D,26,Night,MCH-05,OPR-003,Completed,2022,6,Jun,2,Wednesday,22
PRD-007651,FP-004,2024-01-01,Line-C,24,Morning,MCH-13,OPR-038,Completed,2024,1,Jan,1,Monday,1
PRD-007652,FP-001,2023-04-12,Line-A,18,Night,MCH-02,OPR-044,Completed,2023,4,Apr,2,Wednesday,15
PRD-007653,FP-003,2024-02-13,Line-B,27,Morning,MCH-11,OPR-020,Partial,2024,2,Feb,1,Tuesday,7
PRD-007654,FP-005,2023-09-12,Line-C,18,Morning,MCH-11,OPR-025,Scrapped,2023,9,Sep,3,Tuesday,37
PRD-007655,FP-006,2022-01-09,Line-B,11,Afternoon,MCH-08,OPR-017,Scrapped,2022,1,Jan,1,Sunday,1
PRD-007656,FP-003,2024-09-17,Line-A,15,Night,MCH-12,OPR-027,Completed,2024,9,Sep,3,Tuesday,38
PRD-007657,FP-008,2024-11-18,Line-C,17,Morning,MCH-15,OPR-030,Completed,2024,11,Nov,4,Monday,47
PRD-007658,FP-005,2023-03-18,Line-C,6,Night,MCH-02,OPR-025,Completed,2023,3,Mar,1,Saturday,11
PRD-007659,FP-005,2022-07-25,Line-C,30,Afternoon,MCH-01,OPR-019,Completed,2022,7,Jul,3,Monday,30
PRD-007660,FP-007,2023-11-28,Line-A,39,Afternoon,MCH-04,OPR-035,Completed,2023,11,Nov,4,Tuesday,48
PRD-007661,FP-003,2024-11-13,Line-D,24,Night,MCH-06,OPR-031,Completed,2024,11,Nov,4,Wednesday,46
PRD-007662,FP-004,2022-08-08,Line-A,24,Night,MCH-07,OPR-052,Completed,2022,8,Aug,3,Monday,32
PRD-007663,FP-007,2022-07-16,Line-D,19,Afternoon,MCH-07,OPR-058,Partial,2022,7,Jul,3,Saturday,28
PRD-007664,FP-007,2023-01-31,Line-C,28,Night,MCH-10,OPR-053,Partial,2023,1,Jan,1,Tuesday,5
PRD-007665,FP-006,2023-12-02,Line-C,31,Morning,MCH-08,OPR-008,Completed,2023,12,Dec,4,Saturday,48
PRD-007666,FP-007,2024-01-29,Line-B,28,Afternoon,MCH-13,OPR-011,Completed,2024,1,Jan,1,Monday,5
PRD-007667,FP-003,2023-04-06,Line-B,25,Morning,MCH-14,OPR-032,Completed,2023,4,Apr,2,Thursday,14
PRD-007668,FP-006,2023-04-17,Line-C,26,Afternoon,MCH-02,OPR-024,Completed,2023,4,Apr,2,Monday,16
PRD-007669,FP-005,2023-04-07,Line-A,29,Morning,MCH-14,OPR-008,Completed,2023,4,Apr,2,Friday,14
PRD-007670,FP-007,2024-08-30,Line-B,6,Night,MCH-10,OPR-034,Scrapped,2024,8,Aug,3,Friday,35
PRD-007671,FP-003,2024-01-12,Line-C,24,Afternoon,MCH-15,OPR-006,Scrapped,2024,1,Jan,1,Friday,2
PRD-007672,FP-005,2024-03-10,Line-A,19,Morning,MCH-15,OPR-032,Completed,2024,3,Mar,1,Sunday,10
PRD-007673,FP-005,2023-04-07,Line-B,14,Night,MCH-15,OPR-041,Completed,2023,4,Apr,2,Friday,14
PRD-007674,FP-001,2022-11-25,Line-A,5,Morning,MCH-10,OPR-027,Scrapped,2022,11,Nov,4,Friday,47
PRD-007675,FP-007,2024-05-27,Line-D,9,Night,MCH-05,OPR-034,Completed,2024,5,May,2,Monday,22
PRD-007676,FP-004,2022-04-30,Line-C,29,Afternoon,MCH-07,OPR-005,Completed,2022,4,Apr,2,Saturday,17
PRD-007677,FP-002,2022-11-08,Line-C,20,Morning,MCH-01,OPR-021,Completed,2022,11,Nov,4,Tuesday,45
PRD-007678,FP-002,2024-10-09,Line-A,16,Afternoon,MCH-11,OPR-042,Completed,2024,10,Oct,4,Wednesday,41
PRD-007679,FP-001,2022-09-14,Line-C,2,Afternoon,MCH-06,OPR-047,Completed,2022,9,Sep,3,Wednesday,37
PRD-007680,FP-001,2022-05-24,Line-B,25,Morning,MCH-15,OPR-057,Partial,2022,5,May,2,Tuesday,21
PRD-007681,FP-003,2024-03-19,Line-B,30,Afternoon,MCH-06,OPR-018,Partial,2024,3,Mar,1,Tuesday,12
PRD-007682,FP-004,2022-05-20,Line-C,19,Morning,MCH-02,OPR-055,Completed,2022,5,May,2,Friday,20
PRD-007683,FP-010,2024-11-26,Line-A,40,Night,MCH-08,OPR-018,Completed,2024,11,Nov,4,Tuesday,48
PRD-007684,FP-008,2022-01-10,Line-C,28,Night,MCH-07,OPR-045,Scrapped,2022,1,Jan,1,Monday,2
PRD-007685,FP-004,2022-08-28,Line-A,15,Afternoon,MCH-15,OPR-012,Partial,2022,8,Aug,3,Sunday,34
PRD-007686,FP-005,2022-11-26,Line-B,5,Afternoon,MCH-11,OPR-002,Scrapped,2022,11,Nov,4,Saturday,47
PRD-007687,FP-003,2023-09-24,Line-C,16,Night,MCH-15,OPR-010,Partial,2023,9,Sep,3,Sunday,38
PRD-007688,FP-009,2022-12-08,Line-C,24,Afternoon,MCH-03,OPR-011,Scrapped,2022,12,Dec,4,Thursday,49
PRD-007689,FP-003,2024-12-04,Line-D,31,Afternoon,MCH-14,OPR-056,Completed,2024,12,Dec,4,Wednesday,49
PRD-007690,FP-002,2024-10-23,Line-D,32,Night,MCH-01,OPR-040,Completed,2024,10,Oct,4,Wednesday,43
PRD-007691,FP-002,2024-04-30,Line-D,25,Afternoon,MCH-01,OPR-040,Completed,2024,4,Apr,2,Tuesday,18
PRD-007692,FP-008,2023-07-16,Line-C,25,Afternoon,MCH-15,OPR-012,Completed,2023,7,Jul,3,Sunday,28
PRD-007693,FP-003,2024-07-20,Line-B,2,Morning,MCH-14,OPR-035,Scrapped,2024,7,Jul,3,Saturday,29
PRD-007694,FP-002,2022-02-06,Line-A,17,Night,MCH-15,OPR-011,Completed,2022,2,Feb,1,Sunday,5
PRD-007695,FP-001,2022-02-11,Line-A,27,Afternoon,MCH-13,OPR-028,Completed,2022,2,Feb,1,Friday,6
PRD-007696,FP-006,2023-03-31,Line-B,20,Night,MCH-07,OPR-010,Partial,2023,3,Mar,1,Friday,13
PRD-007697,FP-008,2022-10-23,Line-D,10,Night,MCH-08,OPR-023,Completed,2022,10,Oct,4,Sunday,42
PRD-007698,FP-007,2022-08-02,Line-D,5,Afternoon,MCH-07,OPR-003,Scrapped,2022,8,Aug,3,Tuesday,31
PRD-007699,FP-001,2024-02-22,Line-A,17,Afternoon,MCH-15,OPR-024,Completed,2024,2,Feb,1,Thursday,8
PRD-007700,FP-010,2024-11-13,Line-C,37,Afternoon,MCH-12,OPR-042,Completed,2024,11,Nov,4,Wednesday,46
PRD-007701,FP-008,2023-03-25,Line-C,20,Morning,MCH-11,OPR-021,Completed,2023,3,Mar,1,Saturday,12
PRD-007702,FP-005,2024-09-12,Line-D,19,Afternoon,MCH-07,OPR-022,Completed,2024,9,Sep,3,Thursday,37
PRD-007703,FP-007,2023-05-10,Line-D,12,Afternoon,MCH-09,OPR-048,Partial,2023,5,May,2,Wednesday,19
PRD-007704,FP-010,2022-11-04,Line-D,20,Morning,MCH-04,OPR-040,Completed,2022,11,Nov,4,Friday,44
PRD-007705,FP-007,2022-10-27,Line-D,13,Afternoon,MCH-13,OPR-003,Scrapped,2022,10,Oct,4,Thursday,43
PRD-007706,FP-001,2023-05-02,Line-C,4,Night,MCH-15,OPR-033,Completed,2023,5,May,2,Tuesday,18
PRD-007707,FP-001,2022-06-12,Line-A,28,Morning,MCH-09,OPR-055,Completed,2022,6,Jun,2,Sunday,23
PRD-007708,FP-003,2022-12-09,Line-C,16,Night,MCH-10,OPR-011,Partial,2022,12,Dec,4,Friday,49
PRD-007709,FP-009,2024-11-14,Line-C,25,Morning,MCH-07,OPR-004,Completed,2024,11,Nov,4,Thursday,46
PRD-007710,FP-001,2022-12-26,Line-C,6,Morning,MCH-11,OPR-018,Completed,2022,12,Dec,4,Monday,52
PRD-007711,FP-009,2023-09-22,Line-D,23,Afternoon,MCH-11,OPR-041,Scrapped,2023,9,Sep,3,Friday,38
PRD-007712,FP-003,2022-01-06,Line-C,4,Morning,MCH-01,OPR-030,Completed,2022,1,Jan,1,Thursday,1
PRD-007713,FP-006,2022-01-26,Line-A,11,Afternoon,MCH-06,OPR-054,Completed,2022,1,Jan,1,Wednesday,4
PRD-007714,FP-009,2024-11-08,Line-B,36,Night,MCH-13,OPR-054,Partial,2024,11,Nov,4,Friday,45
PRD-007715,FP-006,2022-09-15,Line-C,19,Night,MCH-07,OPR-027,Completed,2022,9,Sep,3,Thursday,37
PRD-007716,FP-004,2024-02-24,Line-C,11,Morning,MCH-15,OPR-026,Partial,2024,2,Feb,1,Saturday,8
PRD-007717,FP-008,2023-10-26,Line-D,12,Morning,MCH-07,OPR-050,Partial,2023,10,Oct,4,Thursday,43
PRD-007718,FP-009,2024-08-13,Line-C,13,Night,MCH-15,OPR-010,Scrapped,2024,8,Aug,3,Tuesday,33
PRD-007719,FP-005,2024-01-01,Line-D,9,Afternoon,MCH-12,OPR-056,Completed,2024,1,Jan,1,Monday,1
PRD-007720,FP-006,2024-11-13,Line-D,13,Afternoon,MCH-10,OPR-007,Completed,2024,11,Nov,4,Wednesday,46
PRD-007721,FP-003,2022-09-11,Line-A,2,Morning,MCH-08,OPR-034,Partial,2022,9,Sep,3,Sunday,36
PRD-007722,FP-008,2024-03-22,Line-D,10,Night,MCH-07,OPR-011,Partial,2024,3,Mar,1,Friday,12
PRD-007723,FP-010,2023-12-27,Line-C,27,Afternoon,MCH-10,OPR-045,Completed,2023,12,Dec,4,Wednesday,52
PRD-007724,FP-007,2022-01-20,Line-C,10,Afternoon,MCH-07,OPR-027,Completed,2022,1,Jan,1,Thursday,3
PRD-007725,FP-004,2023-05-18,Line-D,29,Morning,MCH-11,OPR-017,Completed,2023,5,May,2,Thursday,20
PRD-007726,FP-005,2022-05-06,Line-D,14,Morning,MCH-09,OPR-032,Completed,2022,5,May,2,Friday,18
PRD-007727,FP-008,2022-01-07,Line-A,25,Night,MCH-11,OPR-047,Partial,2022,1,Jan,1,Friday,1
PRD-007728,FP-010,2022-09-25,Line-B,28,Afternoon,MCH-15,OPR-037,Completed,2022,9,Sep,3,Sunday,38
PRD-007729,FP-010,2022-02-25,Line-A,23,Afternoon,MCH-04,OPR-058,Completed,2022,2,Feb,1,Friday,8
PRD-007730,FP-010,2024-12-06,Line-C,22,Morning,MCH-13,OPR-035,Completed,2024,12,Dec,4,Friday,49
PRD-007731,FP-002,2024-02-02,Line-C,20,Morning,MCH-01,OPR-002,Scrapped,2024,2,Feb,1,Friday,5
PRD-007732,FP-005,2023-11-05,Line-C,21,Night,MCH-02,OPR-033,Partial,2023,11,Nov,4,Sunday,44
PRD-007733,FP-008,2022-01-18,Line-C,27,Night,MCH-01,OPR-022,Partial,2022,1,Jan,1,Tuesday,3
PRD-007734,FP-010,2024-01-19,Line-A,8,Afternoon,MCH-03,OPR-056,Scrapped,2024,1,Jan,1,Friday,3
PRD-007735,FP-003,2022-04-15,Line-A,21,Morning,MCH-12,OPR-045,Partial,2022,4,Apr,2,Friday,15
PRD-007736,FP-004,2024-07-27,Line-D,18,Night,MCH-08,OPR-003,Completed,2024,7,Jul,3,Saturday,30
PRD-007737,FP-001,2023-03-30,Line-B,19,Night,MCH-01,OPR-003,Partial,2023,3,Mar,1,Thursday,13
PRD-007738,FP-006,2023-08-13,Line-D,6,Afternoon,MCH-06,OPR-038,Completed,2023,8,Aug,3,Sunday,32
PRD-007739,FP-008,2023-12-19,Line-A,16,Morning,MCH-09,OPR-031,Scrapped,2023,12,Dec,4,Tuesday,51
PRD-007740,FP-003,2023-07-03,Line-A,17,Night,MCH-13,OPR-055,Scrapped,2023,7,Jul,3,Monday,27
PRD-007741,FP-003,2022-06-28,Line-C,5,Afternoon,MCH-10,OPR-057,Partial,2022,6,Jun,2,Tuesday,26
PRD-007742,FP-009,2022-12-30,Line-D,4,Morning,MCH-07,OPR-053,Completed,2022,12,Dec,4,Friday,52
PRD-007743,FP-005,2023-10-01,Line-B,12,Afternoon,MCH-04,OPR-058,Scrapped,2023,10,Oct,4,Sunday,39
PRD-007744,FP-001,2023-07-14,Line-A,20,Afternoon,MCH-06,OPR-054,Scrapped,2023,7,Jul,3,Friday,28
PRD-007745,FP-010,2023-06-04,Line-B,25,Afternoon,MCH-07,OPR-041,Scrapped,2023,6,Jun,2,Sunday,22
