component_id,production_id,part_id,qty_consumed,unit_cost,category,component_cost
CMP-0043772,PRD-009744,P0278,120,660.71,Suspension,79285.2
CMP-0043773,PRD-009744,P0154,90,854.04,Hydraulics,76863.6
CMP-0043774,PRD-009744,P0151,30,312.71,Hydraulics,9381.3
CMP-0043775,PRD-009745,P0054,24,374.68,Brake Systems,8992.32
CMP-0043776,PRD-009745,P0084,24,379.88,Brake Systems,9117.12
CMP-0043777,PRD-009745,P0268,18,540.39,Suspension,9727.02
CMP-0043778,PRD-009746,P0084,56,379.88,Brake Systems,21273.28
CMP-0043779,PRD-009746,P0215,28,81.22,Structural,2274.16
CMP-0043780,PRD-009746,P0201,112,588.22,Structural,65880.64
CMP-0043781,PRD-009746,P0056,84,389.36,Brake Systems,32706.24
CMP-0043782,PRD-009746,P0091,112,846.22,Brake Systems,94776.64
CMP-0043783,PRD-009747,P0215,30,81.22,Structural,2436.6
CMP-0043784,PRD-009747,P0176,45,81.43,Structural,3664.35
CMP-0043785,PRD-009747,P0121,15,71.84,Electrical,1077.6
CMP-0043786,PRD-009747,P0212,45,868.87,Structural,39099.15
CMP-0043787,PRD-009747,P0192,60,628.9,Structural,37734.0
CMP-0043788,PRD-009748,P0161,108,625.79,Hydraulics,67585.32
CMP-0043789,PRD-009748,P0269,36,658.61,Suspension,23709.96
CMP-0043790,PRD-009748,P0146,144,748.41,Hydraulics,107771.04
CMP-0043791,PRD-009748,P0199,72,155.16,Structural,11171.52
CMP-0043792,PRD-009749,P0238,16,288.41,Cooling System,4614.56
CMP-0043793,PRD-009749,P0037,48,126.3,Engine Components,6062.4
CMP-0043794,PRD-009749,P0002,32,666.78,Engine Components,21336.96
CMP-0043795,PRD-009749,P0247,32,352.21,Cooling System,11270.72
CMP-0043796,PRD-009750,P0003,38,388.4,Engine Components,14759.2
CMP-0043797,PRD-009750,P0222,38,40.62,Cooling System,1543.56
CMP-0043798,PRD-009750,P0110,76,368.69,Electrical,28020.44
CMP-0043799,PRD-009750,P0124,38,849.33,Electrical,32274.54
CMP-0043800,PRD-009750,P0235,19,724.71,Cooling System,13769.49
CMP-0043801,PRD-009750,P0034,19,792.67,Engine Components,15060.73
CMP-0043802,PRD-009751,P0147,16,476.75,Hydraulics,7628.0
CMP-0043803,PRD-009751,P0136,64,607.47,Hydraulics,38878.08
CMP-0043804,PRD-009751,P0154,48,854.04,Hydraulics,40993.92
CMP-0043805,PRD-009751,P0069,64,231.19,Brake Systems,14796.16
CMP-0043806,PRD-009751,P0201,16,588.22,Structural,9411.52
CMP-0043807,PRD-009751,P0160,16,121.78,Hydraulics,1948.48
CMP-0043808,PRD-009752,P0134,58,75.73,Electrical,4392.34
CMP-0043809,PRD-009752,P0251,116,852.44,Cooling System,98883.04
CMP-0043810,PRD-009752,P0005,87,497.27,Engine Components,43262.49
CMP-0043811,PRD-009753,P0205,35,841.81,Structural,29463.35
CMP-0043812,PRD-009753,P0095,140,400.91,Electrical,56127.4
CMP-0043813,PRD-009753,P0130,70,782.16,Electrical,54751.2
CMP-0043814,PRD-009753,P0122,140,70.11,Electrical,9815.4
CMP-0043815,PRD-009754,P0262,52,305.78,Suspension,15900.56
CMP-0043816,PRD-009754,P0268,52,540.39,Suspension,28100.28
CMP-0043817,PRD-009754,P0058,52,666.13,Brake Systems,34638.76
CMP-0043818,PRD-009754,P0191,52,299.14,Structural,15555.28
CMP-0043819,PRD-009754,P0188,52,50.61,Structural,2631.72
CMP-0043820,PRD-009755,P0100,32,127.65,Electrical,4084.8
CMP-0043821,PRD-009755,P0125,128,676.55,Electrical,86598.4
CMP-0043822,PRD-009755,P0098,32,765.49,Electrical,24495.68
CMP-0043823,PRD-009755,P0195,64,495.2,Structural,31692.8
CMP-0043824,PRD-009756,P0076,56,389.86,Brake Systems,21832.16
CMP-0043825,PRD-009756,P0075,14,237.24,Brake Systems,3321.36
CMP-0043826,PRD-009756,P0205,28,841.81,Structural,23570.68
CMP-0043827,PRD-009756,P0156,28,449.38,Hydraulics,12582.64
CMP-0043828,PRD-009756,P0193,14,417.52,Structural,5845.28
CMP-0043829,PRD-009757,P0008,26,97.08,Engine Components,2524.08
CMP-0043830,PRD-009757,P0115,26,855.79,Electrical,22250.54
CMP-0043831,PRD-009757,P0108,39,555.98,Electrical,21683.22
CMP-0043832,PRD-009757,P0235,52,724.71,Cooling System,37684.92
CMP-0043833,PRD-009757,P0239,13,131.3,Cooling System,1706.9
CMP-0043834,PRD-009757,P0097,13,396.7,Electrical,5157.1
CMP-0043835,PRD-009758,P0299,22,886.23,Fuel System,19497.06
CMP-0043836,PRD-009758,P0022,88,676.11,Engine Components,59497.68
CMP-0043837,PRD-009758,P0127,44,616.04,Electrical,27105.76
CMP-0043838,PRD-009758,P0123,66,773.21,Electrical,51031.86
CMP-0043839,PRD-009759,P0115,23,855.79,Electrical,19683.17
CMP-0043840,PRD-009759,P0149,23,300.24,Hydraulics,6905.52
CMP-0043841,PRD-009759,P0124,23,849.33,Electrical,19534.59
CMP-0043842,PRD-009759,P0057,69,445.7,Brake Systems,30753.3
CMP-0043843,PRD-009759,P0163,69,882.75,Hydraulics,60909.75
CMP-0043844,PRD-009760,P0215,56,81.22,Structural,4548.32
CMP-0043845,PRD-009760,P0110,28,368.69,Electrical,10323.32
CMP-0043846,PRD-009760,P0179,28,249.13,Structural,6975.64
CMP-0043847,PRD-009761,P0251,20,852.44,Cooling System,17048.8
CMP-0043848,PRD-009761,P0125,5,676.55,Electrical,3382.75
CMP-0043849,PRD-009761,P0104,10,612.93,Electrical,6129.3
CMP-0043850,PRD-009761,P0222,5,40.62,Cooling System,203.1
CMP-0043851,PRD-009762,P0082,68,328.01,Brake Systems,22304.68
CMP-0043852,PRD-009762,P0060,68,65.34,Brake Systems,4443.12
CMP-0043853,PRD-009762,P0185,68,544.26,Structural,37009.68
CMP-0043854,PRD-009762,P0181,17,146.86,Structural,2496.62
CMP-0043855,PRD-009762,P0056,17,389.36,Brake Systems,6619.12
CMP-0043856,PRD-009762,P0207,68,780.76,Structural,53091.68
CMP-0043857,PRD-009763,P0006,24,784.33,Engine Components,18823.92
CMP-0043858,PRD-009763,P0097,8,396.7,Electrical,3173.6
CMP-0043859,PRD-009763,P0044,8,470.03,Engine Components,3760.24
CMP-0043860,PRD-009763,P0007,32,316.12,Engine Components,10115.84
CMP-0043861,PRD-009763,P0039,8,660.99,Engine Components,5287.92
CMP-0043862,PRD-009763,P0050,32,184.56,Engine Components,5905.92
CMP-0043863,PRD-009764,P0188,2,50.61,Structural,101.22
CMP-0043864,PRD-009764,P0129,8,514.49,Electrical,4115.92
CMP-0043865,PRD-009764,P0127,6,616.04,Electrical,3696.24
CMP-0043866,PRD-009764,P0097,2,396.7,Electrical,793.4
CMP-0043867,PRD-009764,P0196,2,566.03,Structural,1132.06
CMP-0043868,PRD-009765,P0038,3,481.99,Engine Components,1445.97
CMP-0043869,PRD-009765,P0248,9,432.26,Cooling System,3890.34
CMP-0043870,PRD-009765,P0297,6,320.48,Fuel System,1922.88
CMP-0043871,PRD-009765,P0094,9,355.9,Electrical,3203.1
CMP-0043872,PRD-009766,P0074,54,195.18,Brake Systems,10539.72
CMP-0043873,PRD-009766,P0067,36,564.73,Brake Systems,20330.28
CMP-0043874,PRD-009766,P0080,54,503.98,Brake Systems,27214.92
CMP-0043875,PRD-009766,P0273,54,258.39,Suspension,13953.06
CMP-0043876,PRD-009766,P0257,54,883.12,Suspension,47688.48
CMP-0043877,PRD-009767,P0074,96,195.18,Brake Systems,18737.28
CMP-0043878,PRD-009767,P0194,96,372.69,Structural,35778.24
CMP-0043879,PRD-009767,P0277,48,414.63,Suspension,19902.24
CMP-0043880,PRD-009768,P0310,42,704.52,Fuel System,29589.84
CMP-0043881,PRD-009768,P0027,42,652.84,Engine Components,27419.28
CMP-0043882,PRD-009768,P0117,56,680.32,Electrical,38097.92
CMP-0043883,PRD-009769,P0140,6,862.98,Hydraulics,5177.88
CMP-0043884,PRD-009769,P0206,8,657.56,Structural,5260.48
CMP-0043885,PRD-009769,P0270,2,420.37,Suspension,840.74
CMP-0043886,PRD-009769,P0176,6,81.43,Structural,488.58
CMP-0043887,PRD-009769,P0205,6,841.81,Structural,5050.86
CMP-0043888,PRD-009769,P0162,4,656.26,Hydraulics,2625.04
CMP-0043889,PRD-009770,P0137,18,241.78,Hydraulics,4352.04
CMP-0043890,PRD-009770,P0184,72,849.27,Structural,61147.44
CMP-0043891,PRD-009770,P0206,54,657.56,Structural,35508.24
CMP-0043892,PRD-009770,P0158,54,504.82,Hydraulics,27260.28
CMP-0043893,PRD-009771,P0173,29,535.84,Hydraulics,15539.36
CMP-0043894,PRD-009771,P0213,87,103.82,Structural,9032.34
CMP-0043895,PRD-009771,P0264,58,721.68,Suspension,41857.44
CMP-0043896,PRD-009771,P0152,29,202.73,Hydraulics,5879.17
CMP-0043897,PRD-009771,P0205,87,841.81,Structural,73237.47
CMP-0043898,PRD-009772,P0034,16,792.67,Engine Components,12682.72
CMP-0043899,PRD-009772,P0038,8,481.99,Engine Components,3855.92
CMP-0043900,PRD-009772,P0113,4,235.54,Electrical,942.16
CMP-0043901,PRD-009773,P0071,68,21.92,Brake Systems,1490.56
CMP-0043902,PRD-009773,P0057,34,445.7,Brake Systems,15153.8
CMP-0043903,PRD-009773,P0259,17,601.55,Suspension,10226.35
CMP-0043904,PRD-009773,P0078,17,639.52,Brake Systems,10871.84
CMP-0043905,PRD-009774,P0179,11,249.13,Structural,2740.43
CMP-0043906,PRD-009774,P0080,22,503.98,Brake Systems,11087.56
CMP-0043907,PRD-009774,P0255,33,752.82,Suspension,24843.06
CMP-0043908,PRD-009775,P0149,64,300.24,Hydraulics,19215.36
CMP-0043909,PRD-009775,P0166,32,783.59,Hydraulics,25074.88
CMP-0043910,PRD-009775,P0152,32,202.73,Hydraulics,6487.36
CMP-0043911,PRD-009775,P0156,16,449.38,Hydraulics,7190.08
CMP-0043912,PRD-009775,P0281,32,130.15,Suspension,4164.8
CMP-0043913,PRD-009775,P0273,64,258.39,Suspension,16536.96
CMP-0043914,PRD-009776,P0089,112,367.64,Brake Systems,41175.68
CMP-0043915,PRD-009776,P0136,112,607.47,Hydraulics,68036.64
CMP-0043916,PRD-009776,P0173,28,535.84,Hydraulics,15003.52
CMP-0043917,PRD-009776,P0183,28,270.42,Structural,7571.76
CMP-0043918,PRD-009776,P0137,84,241.78,Hydraulics,20309.52
CMP-0043919,PRD-009777,P0123,16,773.21,Electrical,12371.36
CMP-0043920,PRD-009777,P0201,8,588.22,Structural,4705.76
CMP-0043921,PRD-009777,P0210,24,53.63,Structural,1287.12
CMP-0043922,PRD-009777,P0113,24,235.54,Electrical,5652.96
CMP-0043923,PRD-009777,P0200,8,213.86,Structural,1710.88
CMP-0043924,PRD-009778,P0084,48,379.88,Brake Systems,18234.24
CMP-0043925,PRD-009778,P0198,96,122.46,Structural,11756.16
CMP-0043926,PRD-009778,P0272,48,810.85,Suspension,38920.8
CMP-0043927,PRD-009779,P0100,100,127.65,Electrical,12765.0
CMP-0043928,PRD-009779,P0087,75,191.62,Brake Systems,14371.5
CMP-0043929,PRD-009779,P0127,50,616.04,Electrical,30802.0
CMP-0043930,PRD-009779,P0110,75,368.69,Electrical,27651.75
CMP-0043931,PRD-009780,P0259,22,601.55,Suspension,13234.1
CMP-0043932,PRD-009780,P0079,22,626.55,Brake Systems,13784.1
CMP-0043933,PRD-009780,P0213,22,103.82,Structural,2284.04
CMP-0043934,PRD-009780,P0282,88,607.96,Suspension,53500.48
CMP-0043935,PRD-009780,P0186,44,236.58,Structural,10409.52
CMP-0043936,PRD-009781,P0271,108,392.25,Suspension,42363.0
CMP-0043937,PRD-009781,P0075,72,237.24,Brake Systems,17081.28
CMP-0043938,PRD-009781,P0077,108,130.78,Brake Systems,14124.24
CMP-0043939,PRD-009781,P0266,72,169.21,Suspension,12183.12
CMP-0043940,PRD-009782,P0158,4,504.82,Hydraulics,2019.28
CMP-0043941,PRD-009782,P0139,2,527.14,Hydraulics,1054.28
CMP-0043942,PRD-009782,P0100,4,127.65,Electrical,510.6
CMP-0043943,PRD-009783,P0124,30,849.33,Electrical,25479.9
CMP-0043944,PRD-009783,P0071,45,21.92,Brake Systems,986.4
CMP-0043945,PRD-009783,P0069,15,231.19,Brake Systems,3467.85
CMP-0043946,PRD-009783,P0090,30,582.71,Brake Systems,17481.3
CMP-0043947,PRD-009783,P0171,15,508.89,Hydraulics,7633.35
CMP-0043948,PRD-009784,P0162,72,656.26,Hydraulics,47250.72
CMP-0043949,PRD-009784,P0084,96,379.88,Brake Systems,36468.48
CMP-0043950,PRD-009784,P0089,24,367.64,Brake Systems,8823.36
CMP-0043951,PRD-009784,P0091,24,846.22,Brake Systems,20309.28
CMP-0043952,PRD-009784,P0183,24,270.42,Structural,6490.08
CMP-0043953,PRD-009784,P0201,96,588.22,Structural,56469.12
CMP-0043954,PRD-009785,P0270,57,420.37,Suspension,23961.09
CMP-0043955,PRD-009785,P0187,38,856.45,Structural,32545.1
CMP-0043956,PRD-009785,P0079,76,626.55,Brake Systems,47617.8
CMP-0043957,PRD-009786,P0037,160,126.3,Engine Components,20208.0
CMP-0043958,PRD-009786,P0132,120,680.53,Electrical,81663.6
CMP-0043959,PRD-009786,P0022,120,676.11,Engine Components,81133.2
CMP-0043960,PRD-009786,P0044,120,470.03,Engine Components,56403.6
CMP-0043961,PRD-009787,P0102,14,752.85,Electrical,10539.9
CMP-0043962,PRD-009787,P0094,14,355.9,Electrical,4982.6
CMP-0043963,PRD-009787,P0110,14,368.69,Electrical,5161.66
CMP-0043964,PRD-009788,P0168,27,847.84,Hydraulics,22891.68
CMP-0043965,PRD-009788,P0210,81,53.63,Structural,4344.03
CMP-0043966,PRD-009788,P0073,54,152.57,Brake Systems,8238.78
CMP-0043967,PRD-009788,P0145,27,448.83,Hydraulics,12118.41
CMP-0043968,PRD-009788,P0191,27,299.14,Structural,8076.78
CMP-0043969,PRD-009789,P0162,66,656.26,Hydraulics,43313.16
CMP-0043970,PRD-009789,P0216,66,628.04,Structural,41450.64
CMP-0043971,PRD-009789,P0136,88,607.47,Hydraulics,53457.36
CMP-0043972,PRD-009789,P0163,66,882.75,Hydraulics,58261.5
CMP-0043973,PRD-009789,P0140,44,862.98,Hydraulics,37971.12
CMP-0043974,PRD-009789,P0161,66,625.79,Hydraulics,41302.14
CMP-0043975,PRD-009790,P0034,6,792.67,Engine Components,4756.02
CMP-0043976,PRD-009790,P0038,12,481.99,Engine Components,5783.88
CMP-0043977,PRD-009790,P0019,12,201.72,Engine Components,2420.64
CMP-0043978,PRD-009790,P0005,9,497.27,Engine Components,4475.43
CMP-0043979,PRD-009790,P0126,3,209.19,Electrical,627.57
CMP-0043980,PRD-009790,P0310,9,704.52,Fuel System,6340.68
CMP-0043981,PRD-009791,P0174,38,554.52,Hydraulics,21071.76
CMP-0043982,PRD-009791,P0111,19,679.6,Electrical,12912.4
CMP-0043983,PRD-009791,P0157,57,372.89,Hydraulics,21254.73
CMP-0043984,PRD-009791,P0096,76,651.7,Electrical,49529.2
CMP-0043985,PRD-009791,P0137,19,241.78,Hydraulics,4593.82
CMP-0043986,PRD-009791,P0167,38,430.42,Hydraulics,16355.96
CMP-0043987,PRD-009792,P0012,39,600.22,Engine Components,23408.58
CMP-0043988,PRD-009792,P0016,13,660.28,Engine Components,8583.64
CMP-0043989,PRD-009792,P0104,26,612.93,Electrical,15936.18
CMP-0043990,PRD-009792,P0001,52,113.53,Engine Components,5903.56
CMP-0043991,PRD-009792,P0020,52,595.06,Engine Components,30943.12
CMP-0043992,PRD-009793,P0296,104,552.26,Fuel System,57435.04
CMP-0043993,PRD-009793,P0292,104,484.48,Fuel System,50385.92
CMP-0043994,PRD-009793,P0297,78,320.48,Fuel System,24997.44
CMP-0043995,PRD-009794,P0215,80,81.22,Structural,6497.6
CMP-0043996,PRD-009794,P0202,40,639.29,Structural,25571.6
CMP-0043997,PRD-009794,P0179,20,249.13,Structural,4982.6
CMP-0043998,PRD-009794,P0216,80,628.04,Structural,50243.2
CMP-0043999,PRD-009795,P0094,20,355.9,Electrical,7118.0
CMP-0044000,PRD-009795,P0103,80,528.29,Electrical,42263.2
CMP-0044001,PRD-009795,P0131,40,202.32,Electrical,8092.8
CMP-0044002,PRD-009795,P0135,20,191.43,Electrical,3828.6
CMP-0044003,PRD-009796,P0139,24,527.14,Hydraulics,12651.36
CMP-0044004,PRD-009796,P0146,24,748.41,Hydraulics,17961.84
CMP-0044005,PRD-009796,P0134,96,75.73,Electrical,7270.08
CMP-0044006,PRD-009796,P0143,72,707.63,Hydraulics,50949.36
CMP-0044007,PRD-009796,P0183,24,270.42,Structural,6490.08
CMP-0044008,PRD-009796,P0140,24,862.98,Hydraulics,20711.52
CMP-0044009,PRD-009797,P0267,16,674.91,Suspension,10798.56
CMP-0044010,PRD-009797,P0255,8,752.82,Suspension,6022.56
CMP-0044011,PRD-009797,P0197,8,501.06,Structural,4008.48
CMP-0044012,PRD-009798,P0078,18,639.52,Brake Systems,11511.36
CMP-0044013,PRD-009798,P0060,54,65.34,Brake Systems,3528.36
CMP-0044014,PRD-009798,P0189,54,406.37,Structural,21943.98
CMP-0044015,PRD-009798,P0071,18,21.92,Brake Systems,394.56
CMP-0044016,PRD-009798,P0058,72,666.13,Brake Systems,47961.36
CMP-0044017,PRD-009798,P0088,54,718.88,Brake Systems,38819.52
CMP-0044018,PRD-009799,P0276,5,594.42,Suspension,2972.1
CMP-0044019,PRD-009799,P0136,10,607.47,Hydraulics,6074.7
CMP-0044020,PRD-009799,P0138,15,650.75,Hydraulics,9761.25
CMP-0044021,PRD-009799,P0270,15,420.37,Suspension,6305.55
CMP-0044022,PRD-009799,P0156,15,449.38,Hydraulics,6740.7
CMP-0044023,PRD-009800,P0138,12,650.75,Hydraulics,7809.0
CMP-0044024,PRD-009800,P0053,6,872.56,Brake Systems,5235.36
CMP-0044025,PRD-009800,P0100,12,127.65,Electrical,1531.8
CMP-0044026,PRD-009800,P0055,12,350.39,Brake Systems,4204.68
CMP-0044027,PRD-009800,P0143,9,707.63,Hydraulics,6368.67
CMP-0044028,PRD-009800,P0089,12,367.64,Brake Systems,4411.68
CMP-0044029,PRD-009801,P0308,4,108.69,Fuel System,434.76
CMP-0044030,PRD-009801,P0124,6,849.33,Electrical,5095.98
CMP-0044031,PRD-009801,P0103,6,528.29,Electrical,3169.74
CMP-0044032,PRD-009801,P0129,4,514.49,Electrical,2057.96
CMP-0044033,PRD-009801,P0135,8,191.43,Electrical,1531.44
CMP-0044034,PRD-009801,P0311,8,466.31,Fuel System,3730.48
CMP-0044035,PRD-009802,P0128,40,127.95,Electrical,5118.0
CMP-0044036,PRD-009802,P0191,30,299.14,Structural,8974.2
CMP-0044037,PRD-009802,P0167,40,430.42,Hydraulics,17216.8
CMP-0044038,PRD-009803,P0103,26,528.29,Electrical,13735.54
CMP-0044039,PRD-009803,P0012,78,600.22,Engine Components,46817.16
CMP-0044040,PRD-009803,P0014,104,342.61,Engine Components,35631.44
CMP-0044041,PRD-009803,P0033,104,15.51,Engine Components,1613.04
CMP-0044042,PRD-009803,P0100,52,127.65,Electrical,6637.8
CMP-0044043,PRD-009804,P0166,51,783.59,Hydraulics,39963.09
CMP-0044044,PRD-009804,P0255,51,752.82,Suspension,38393.82
CMP-0044045,PRD-009804,P0169,68,80.56,Hydraulics,5478.08
CMP-0044046,PRD-009804,P0174,34,554.52,Hydraulics,18853.68
CMP-0044047,PRD-009804,P0148,68,442.9,Hydraulics,30117.2
CMP-0044048,PRD-009804,P0163,34,882.75,Hydraulics,30013.5
CMP-0044049,PRD-009805,P0180,128,841.3,Structural,107686.4
CMP-0044050,PRD-009805,P0165,32,877.25,Hydraulics,28072.0
CMP-0044051,PRD-009805,P0086,128,635.63,Brake Systems,81360.64
CMP-0044052,PRD-009805,P0199,32,155.16,Structural,4965.12
CMP-0044053,PRD-009806,P0118,32,569.67,Electrical,18229.44
CMP-0044054,PRD-009806,P0096,16,651.7,Electrical,10427.2
CMP-0044055,PRD-009806,P0102,8,752.85,Electrical,6022.8
CMP-0044056,PRD-009806,P0164,8,173.81,Hydraulics,1390.48
CMP-0044057,PRD-009806,P0165,32,877.25,Hydraulics,28072.0
CMP-0044058,PRD-009807,P0110,6,368.69,Electrical,2212.14
CMP-0044059,PRD-009807,P0203,9,502.87,Structural,4525.83
CMP-0044060,PRD-009807,P0207,3,780.76,Structural,2342.28
CMP-0044061,PRD-009807,P0246,6,417.49,Cooling System,2504.94
CMP-0044062,PRD-009807,P0250,3,635.45,Cooling System,1906.35
CMP-0044063,PRD-009808,P0097,72,396.7,Electrical,28562.4
CMP-0044064,PRD-009808,P0167,72,430.42,Hydraulics,30990.24
CMP-0044065,PRD-009808,P0153,54,542.6,Hydraulics,29300.4
CMP-0044066,PRD-009808,P0147,72,476.75,Hydraulics,34326.0
CMP-0044067,PRD-009808,P0112,54,726.64,Electrical,39238.56
CMP-0044068,PRD-009809,P0222,66,40.62,Cooling System,2680.92
CMP-0044069,PRD-009809,P0017,66,624.02,Engine Components,41185.32
CMP-0044070,PRD-009809,P0042,44,535.77,Engine Components,23573.88
CMP-0044071,PRD-009809,P0110,44,368.69,Electrical,16222.36
CMP-0044072,PRD-009810,P0033,72,15.51,Engine Components,1116.72
CMP-0044073,PRD-009810,P0115,24,855.79,Electrical,20538.96
CMP-0044074,PRD-009810,P0027,72,652.84,Engine Components,47004.48
CMP-0044075,PRD-009810,P0012,72,600.22,Engine Components,43215.84
CMP-0044076,PRD-009810,P0044,72,470.03,Engine Components,33842.16
CMP-0044077,PRD-009810,P0108,24,555.98,Electrical,13343.52
CMP-0044078,PRD-009811,P0080,10,503.98,Brake Systems,5039.8
CMP-0044079,PRD-009811,P0066,10,294.82,Brake Systems,2948.2
CMP-0044080,PRD-009811,P0068,20,203.64,Brake Systems,4072.8
CMP-0044081,PRD-009811,P0082,10,328.01,Brake Systems,3280.1
CMP-0044082,PRD-009811,P0092,10,866.84,Brake Systems,8668.4
CMP-0044083,PRD-009812,P0093,15,320.93,Brake Systems,4813.95
CMP-0044084,PRD-009812,P0090,20,582.71,Brake Systems,11654.2
CMP-0044085,PRD-009812,P0157,20,372.89,Hydraulics,7457.8
CMP-0044086,PRD-009813,P0195,105,495.2,Structural,51996.0
CMP-0044087,PRD-009813,P0145,105,448.83,Hydraulics,47127.15
CMP-0044088,PRD-009813,P0172,140,701.49,Hydraulics,98208.6
CMP-0044089,PRD-009814,P0305,5,522.46,Fuel System,2612.3
CMP-0044090,PRD-009814,P0117,10,680.32,Electrical,6803.2
CMP-0044091,PRD-009814,P0038,15,481.99,Engine Components,7229.85
CMP-0044092,PRD-009814,P0051,10,261.51,Engine Components,2615.1
CMP-0044093,PRD-009815,P0118,69,569.67,Electrical,39307.23
CMP-0044094,PRD-009815,P0181,92,146.86,Structural,13511.12
CMP-0044095,PRD-009815,P0178,92,637.14,Structural,58616.88
CMP-0044096,PRD-009815,P0180,69,841.3,Structural,58049.7
CMP-0044097,PRD-009815,P0210,23,53.63,Structural,1233.49
CMP-0044098,PRD-009815,P0163,23,882.75,Hydraulics,20303.25
CMP-0044099,PRD-009816,P0010,116,84.74,Engine Components,9829.84
CMP-0044100,PRD-009816,P0044,29,470.03,Engine Components,13630.87
CMP-0044101,PRD-009816,P0234,87,674.48,Cooling System,58679.76
CMP-0044102,PRD-009817,P0214,10,419.38,Structural,4193.8
CMP-0044103,PRD-009817,P0204,20,793.2,Structural,15864.0
CMP-0044104,PRD-009817,P0153,10,542.6,Hydraulics,5426.0
CMP-0044105,PRD-009817,P0205,20,841.81,Structural,16836.2
CMP-0044106,PRD-009817,P0136,10,607.47,Hydraulics,6074.7
CMP-0044107,PRD-009817,P0160,5,121.78,Hydraulics,608.9
CMP-0044108,PRD-009818,P0076,28,389.86,Brake Systems,10916.08
CMP-0044109,PRD-009818,P0100,28,127.65,Electrical,3574.2
CMP-0044110,PRD-009818,P0077,56,130.78,Brake Systems,7323.68
CMP-0044111,PRD-009818,P0122,42,70.11,Electrical,2944.62
CMP-0044112,PRD-009819,P0121,24,71.84,Electrical,1724.16
CMP-0044113,PRD-009819,P0105,12,90.04,Electrical,1080.48
CMP-0044114,PRD-009819,P0039,18,660.99,Engine Components,11897.82
CMP-0044115,PRD-009820,P0213,7,103.82,Structural,726.74
CMP-0044116,PRD-009820,P0201,28,588.22,Structural,16470.16
CMP-0044117,PRD-009820,P0164,14,173.81,Hydraulics,2433.34
CMP-0044118,PRD-009821,P0101,52,813.98,Electrical,42326.96
CMP-0044119,PRD-009821,P0106,39,97.65,Electrical,3808.35
CMP-0044120,PRD-009821,P0188,52,50.61,Structural,2631.72
CMP-0044121,PRD-009822,P0300,15,694.1,Fuel System,10411.5
CMP-0044122,PRD-009822,P0250,15,635.45,Cooling System,9531.75
CMP-0044123,PRD-009822,P0220,20,94.99,Cooling System,1899.8
CMP-0044124,PRD-009822,P0125,10,676.55,Electrical,6765.5
CMP-0044125,PRD-009823,P0124,54,849.33,Electrical,45863.82
CMP-0044126,PRD-009823,P0295,18,611.46,Fuel System,11006.28
CMP-0044127,PRD-009823,P0109,18,572.34,Electrical,10302.12
CMP-0044128,PRD-009823,P0009,54,249.1,Engine Components,13451.4
CMP-0044129,PRD-009823,P0291,54,369.69,Fuel System,19963.26
CMP-0044130,PRD-009823,P0101,18,813.98,Electrical,14651.64
CMP-0044131,PRD-009824,P0109,69,572.34,Electrical,39491.46
CMP-0044132,PRD-009824,P0038,46,481.99,Engine Components,22171.54
CMP-0044133,PRD-009824,P0013,92,104.39,Engine Components,9603.88
CMP-0044134,PRD-009824,P0238,92,288.41,Cooling System,26533.72
CMP-0044135,PRD-009824,P0103,69,528.29,Electrical,36452.01
CMP-0044136,PRD-009824,P0236,69,614.82,Cooling System,42422.58
CMP-0044137,PRD-009825,P0060,16,65.34,Brake Systems,1045.44
CMP-0044138,PRD-009825,P0189,64,406.37,Structural,26007.68
CMP-0044139,PRD-009825,P0072,16,845.95,Brake Systems,13535.2
CMP-0044140,PRD-009825,P0186,64,236.58,Structural,15141.12
CMP-0044141,PRD-009826,P0014,9,342.61,Engine Components,3083.49
CMP-0044142,PRD-009826,P0106,9,97.65,Electrical,878.85
CMP-0044143,PRD-009826,P0046,12,230.05,Engine Components,2760.6
CMP-0044144,PRD-009827,P0110,72,368.69,Electrical,26545.68
CMP-0044145,PRD-009827,P0102,18,752.85,Electrical,13551.3
CMP-0044146,PRD-009827,P0181,54,146.86,Structural,7930.44
CMP-0044147,PRD-009827,P0129,72,514.49,Electrical,37043.28
CMP-0044148,PRD-009827,P0212,54,868.87,Structural,46918.98
CMP-0044149,PRD-009828,P0054,28,374.68,Brake Systems,10491.04
CMP-0044150,PRD-009828,P0176,28,81.43,Structural,2280.04
CMP-0044151,PRD-009828,P0061,84,541.61,Brake Systems,45495.24
CMP-0044152,PRD-009828,P0210,56,53.63,Structural,3003.28
CMP-0044153,PRD-009828,P0191,56,299.14,Structural,16751.84
CMP-0044154,PRD-009828,P0178,28,637.14,Structural,17839.92
CMP-0044155,PRD-009829,P0103,18,528.29,Electrical,9509.22
CMP-0044156,PRD-009829,P0148,24,442.9,Hydraulics,10629.6
CMP-0044157,PRD-009829,P0207,12,780.76,Structural,9369.12
CMP-0044158,PRD-009829,P0123,12,773.21,Electrical,9278.52
CMP-0044159,PRD-009829,P0204,18,793.2,Structural,14277.6
CMP-0044160,PRD-009829,P0133,24,32.15,Electrical,771.6
CMP-0044161,PRD-009830,P0190,13,735.61,Structural,9562.93
CMP-0044162,PRD-009830,P0170,52,732.86,Hydraulics,38108.72
CMP-0044163,PRD-009830,P0169,39,80.56,Hydraulics,3141.84
